Time,Driver,LapTime,LapNumber,Stint,Compound,TyreLife,TrackStatus,IsPersonalBest
0 days 01:23:25.860000,LEC,0 days 00:01:39.310000,10.0,1.0,MEDIUM,10.0,1,False
0 days 01:25:05.422000,LEC,0 days 00:01:39.562000,11.0,1.0,MEDIUM,11.0,1,False
0 days 01:26:45.063000,LEC,0 days 00:01:39.641000,12.0,1.0,MEDIUM,12.0,12,False
0 days 01:28:24.438000,LEC,0 days 00:01:39.375000,13.0,1.0,MEDIUM,13.0,1,False
0 days 01:30:23.150000,LEC,0 days 00:01:58.712000,14.0,1.0,MEDIUM,14.0,167,False
0 days 01:32:02.629000,LEC,0 days 00:01:39.479000,15.0,1.0,MEDIUM,15.0,1,False
0 days 01:33:42.277000,LEC,0 days 00:01:39.648000,16.0,1.0,MEDIUM,16.0,1,False
0 days 01:35:24.102000,LEC,0 days 00:01:41.825000,17.0,1.0,MEDIUM,17.0,1,False
0 days 01:37:21.358000,LEC,0 days 00:01:57.256000,18.0,2.0,MEDIUM,1.0,1,False
0 days 01:38:59.932000,LEC,0 days 00:01:38.574000,19.0,2.0,MEDIUM,2.0,1,True
0 days 01:40:38.101000,LEC,0 days 00:01:38.169000,20.0,2.0,MEDIUM,3.0,1,True
0 days 01:42:16.267000,LEC,0 days 00:01:38.166000,21.0,2.0,MEDIUM,4.0,1,True
0 days 01:43:54.212000,LEC,0 days 00:01:37.945000,22.0,2.0,MEDIUM,5.0,1,True
0 days 01:45:32.217000,LEC,0 days 00:01:38.005000,23.0,2.0,MEDIUM,6.0,1,False
0 days 01:47:10.097000,LEC,0 days 00:01:37.880000,24.0,2.0,MEDIUM,7.0,1,True
0 days 01:48:48.217000,LEC,0 days 00:01:38.120000,25.0,2.0,MEDIUM,8.0,1,False
0 days 01:50:26.602000,LEC,0 days 00:01:38.385000,26.0,2.0,MEDIUM,9.0,1,False
0 days 01:52:05.919000,LEC,0 days 00:01:39.317000,27.0,2.0,MEDIUM,10.0,1,False
0 days 01:53:44.505000,LEC,0 days 00:01:38.586000,28.0,2.0,MEDIUM,11.0,1,False
0 days 01:55:23.028000,LEC,0 days 00:01:38.523000,29.0,2.0,MEDIUM,12.0,1,False
0 days 01:57:01.504000,LEC,0 days 00:01:38.476000,30.0,2.0,MEDIUM,13.0,1,False
0 days 01:58:40.393000,LEC,0 days 00:01:38.889000,31.0,2.0,MEDIUM,14.0,1,False
0 days 02:00:19.054000,LEC,0 days 00:01:38.661000,32.0,2.0,MEDIUM,15.0,1,False
0 days 02:01:57.757000,LEC,0 days 00:01:38.703000,33.0,2.0,MEDIUM,16.0,1,False
0 days 02:03:38.886000,LEC,0 days 00:01:41.129000,34.0,2.0,MEDIUM,17.0,1,False
0 days 02:05:34.717000,LEC,0 days 00:01:55.831000,35.0,3.0,HARD,1.0,1,False
0 days 02:07:11.498000,LEC,0 days 00:01:36.781000,36.0,3.0,HARD,2.0,1,True
0 days 02:08:48.389000,LEC,0 days 00:01:36.891000,37.0,3.0,HARD,3.0,1,False
0 days 02:10:24.882000,LEC,0 days 00:01:36.493000,38.0,3.0,HARD,4.0,1,True
0 days 02:12:01.554000,LEC,0 days 00:01:36.672000,39.0,3.0,HARD,5.0,1,False
0 days 02:13:37.916000,LEC,0 days 00:01:36.362000,40.0,3.0,HARD,6.0,1,True
0 days 02:15:14.837000,LEC,0 days 00:01:36.921000,41.0,3.0,HARD,7.0,1,False
0 days 02:16:52.192000,LEC,0 days 00:01:37.355000,42.0,3.0,HARD,8.0,1,False
0 days 02:18:30.248000,LEC,0 days 00:01:38.056000,43.0,3.0,HARD,9.0,1,False
0 days 02:20:08.649000,LEC,0 days 00:01:38.401000,44.0,3.0,HARD,10.0,1,False
0 days 02:21:45.883000,LEC,0 days 00:01:37.234000,45.0,3.0,HARD,11.0,1,False
0 days 02:23:23.079000,LEC,0 days 00:01:37.196000,46.0,3.0,HARD,12.0,1,False
0 days 02:25:00.419000,LEC,0 days 00:01:37.340000,47.0,3.0,HARD,13.0,1,False
0 days 02:26:37.937000,LEC,0 days 00:01:37.518000,48.0,3.0,HARD,14.0,1,False
0 days 02:28:15.545000,LEC,0 days 00:01:37.608000,49.0,3.0,HARD,15.0,1,False
0 days 02:29:53.149000,LEC,0 days 00:01:37.604000,50.0,3.0,HARD,16.0,1,False
0 days 02:31:30.712000,LEC,0 days 00:01:37.563000,51.0,3.0,HARD,17.0,1,False
0 days 02:33:08.485000,LEC,0 days 00:01:37.773000,52.0,3.0,HARD,18.0,1,False
0 days 02:34:46.534000,LEC,0 days 00:01:38.049000,53.0,3.0,HARD,19.0,1,False
0 days 01:05:15.057000,PER,,1.0,1.0,MEDIUM,1.0,124,False
0 days 01:07:56.642000,PER,,2.0,1.0,MEDIUM,2.0,4,False
0 days 01:11:03.447000,PER,,3.0,2.0,HARD,1.0,4,False
0 days 01:13:38.979000,PER,,4.0,2.0,HARD,2.0,41,False
0 days 01:15:18.964000,PER,0 days 00:01:39.985000,5.0,2.0,HARD,3.0,1,True
0 days 01:16:59.723000,PER,0 days 00:01:40.759000,6.0,2.0,HARD,4.0,1,False
0 days 01:18:39.857000,PER,0 days 00:01:40.134000,7.0,2.0,HARD,5.0,1,False
0 days 01:20:19.561000,PER,0 days 00:01:39.704000,8.0,2.0,HARD,6.0,1,True
0 days 01:22:00.027000,PER,0 days 00:01:40.466000,9.0,2.0,HARD,7.0,1,False
0 days 01:23:40.771000,PER,0 days 00:01:40.744000,10.0,2.0,HARD,8.0,1,False
0 days 01:25:21.667000,PER,0 days 00:01:40.896000,11.0,2.0,HARD,9.0,1,False
0 days 01:27:22.712000,PER,0 days 00:02:01.045000,12.0,2.0,HARD,10.0,12,False
0 days 01:30:51.105000,PER,,13.0,3.0,SOFT,4.0,167,False
0 days 02:13:59.547000,PER,,14.0,4.0,SOFT,4.0,1,False
0 days 02:16:12.082000,PER,0 days 00:02:12.535000,15.0,5.0,SOFT,7.0,1,False
0 days 01:05:12.155000,SAI,,1.0,1.0,MEDIUM,1.0,124,False
0 days 01:07:55.310000,SAI,,2.0,1.0,MEDIUM,2.0,4,False
0 days 01:10:41.752000,SAI,,3.0,1.0,MEDIUM,3.0,4,False
0 days 01:13:32.001000,SAI,,4.0,1.0,MEDIUM,4.0,41,False
0 days 01:15:10.963000,SAI,0 days 00:01:38.962000,5.0,1.0,MEDIUM,5.0,1,True
0 days 01:16:50.133000,SAI,0 days 00:01:39.170000,6.0,1.0,MEDIUM,6.0,1,False
0 days 01:18:29.322000,SAI,0 days 00:01:39.189000,7.0,1.0,MEDIUM,7.0,1,False
0 days 01:20:08.430000,SAI,0 days 00:01:39.108000,8.0,1.0,MEDIUM,8.0,1,False
0 days 01:21:47.598000,SAI,0 days 00:01:39.168000,9.0,1.0,MEDIUM,9.0,1,False
0 days 01:23:27.039000,SAI,0 days 00:01:39.441000,10.0,1.0,MEDIUM,10.0,1,False
0 days 01:25:06.716000,SAI,0 days 00:01:39.677000,11.0,1.0,MEDIUM,11.0,1,False
0 days 01:26:46.330000,SAI,0 days 00:01:39.614000,12.0,1.0,MEDIUM,12.0,12,False
0 days 01:28:25.909000,SAI,0 days 00:01:39.579000,13.0,1.0,MEDIUM,13.0,1,False
0 days 01:30:24.592000,SAI,0 days 00:01:58.683000,14.0,1.0,MEDIUM,14.0,167,False
0 days 01:32:03.990000,SAI,0 days 00:01:39.398000,15.0,1.0,MEDIUM,15.0,1,False
