Time,Driver,LapTime,LapNumber,Stint,Compound,TyreLife,TrackStatus,IsPersonalBest
0 days 01:43:07.652000,VER,0 days 00:01:32.646000,30.0,2.0,HARD,9.0,1,False
0 days 01:44:39.386000,VER,0 days 00:01:31.734000,31.0,2.0,HARD,10.0,1,True
0 days 01:46:11.419000,VER,0 days 00:01:32.033000,32.0,2.0,HARD,11.0,1,False
0 days 01:47:43.233000,VER,0 days 00:01:31.814000,33.0,2.0,HARD,12.0,1,False
0 days 01:49:15.015000,VER,0 days 00:01:31.782000,34.0,2.0,HARD,13.0,1,False
0 days 01:50:47.025000,VER,0 days 00:01:32.010000,35.0,2.0,HARD,14.0,1,False
0 days 01:52:18.783000,VER,0 days 00:01:31.758000,36.0,2.0,HARD,15.0,1,False
0 days 01:53:50.522000,VER,0 days 00:01:31.739000,37.0,2.0,HARD,16.0,1,False
0 days 01:55:22.310000,VER,0 days 00:01:31.788000,38.0,2.0,HARD,17.0,1,False
0 days 01:56:54.089000,VER,0 days 00:01:31.779000,39.0,2.0,HARD,18.0,1,False
0 days 01:58:25.602000,VER,0 days 00:01:31.513000,40.0,2.0,HARD,19.0,1,True
0 days 01:59:57.182000,VER,0 days 00:01:31.580000,41.0,2.0,HARD,20.0,1,False
0 days 02:01:28.650000,VER,0 days 00:01:31.468000,42.0,2.0,HARD,21.0,1,True
0 days 02:03:00.091000,VER,0 days 00:01:31.441000,43.0,2.0,HARD,22.0,1,True
0 days 02:04:31.692000,VER,0 days 00:01:31.601000,44.0,2.0,HARD,23.0,1,False
0 days 02:06:03.296000,VER,0 days 00:01:31.604000,45.0,2.0,HARD,24.0,1,False
0 days 02:07:34.763000,VER,0 days 00:01:31.467000,46.0,2.0,HARD,25.0,1,False
0 days 02:09:06.140000,VER,0 days 00:01:31.377000,47.0,2.0,HARD,26.0,1,True
0 days 02:10:37.498000,VER,0 days 00:01:31.358000,48.0,2.0,HARD,27.0,1,True
0 days 02:12:08.773000,VER,0 days 00:01:31.275000,49.0,2.0,HARD,28.0,1,True
0 days 02:13:40.137000,VER,0 days 00:01:31.364000,50.0,2.0,HARD,29.0,1,False
0 days 02:15:11.322000,VER,0 days 00:01:31.185000,51.0,2.0,HARD,30.0,1,True
0 days 02:16:42.363000,VER,0 days 00:01:31.041000,52.0,2.0,HARD,31.0,1,True
0 days 02:18:13.911000,VER,0 days 00:01:31.548000,53.0,2.0,HARD,32.0,1,False
0 days 00:57:42.689000,NOR,,1.0,1.0,MEDIUM,1.0,1,False
0 days 00:59:16.636000,NOR,0 days 00:01:33.947000,2.0,1.0,MEDIUM,2.0,1,True
0 days 01:00:50.425000,NOR,0 days 00:01:33.789000,3.0,1.0,MEDIUM,3.0,1,True
0 days 01:02:24.263000,NOR,0 days 00:01:33.838000,4.0,1.0,MEDIUM,4.0,1,False
0 days 01:03:58.210000,NOR,0 days 00:01:33.947000,5.0,1.0,MEDIUM,5.0,1,False
0 days 01:05:32.146000,NOR,0 days 00:01:33.936000,6.0,1.0,MEDIUM,6.0,1,False
0 days 01:07:05.966000,NOR,0 days 00:01:33.820000,7.0,1.0,MEDIUM,7.0,1,False
0 days 01:08:39.554000,NOR,0 days 00:01:33.588000,8.0,1.0,MEDIUM,8.0,1,True
0 days 01:10:13.066000,NOR,0 days 00:01:33.512000,9.0,1.0,MEDIUM,9.0,1,True
0 days 01:11:46.714000,NOR,0 days 00:01:33.648000,10.0,1.0,MEDIUM,10.0,1,False
0 days 01:13:20.288000,NOR,0 days 00:01:33.574000,11.0,1.0,MEDIUM,11.0,1,False
0 days 01:14:53.753000,NOR,0 days 00:01:33.465000,12.0,1.0,MEDIUM,12.0,1,True
0 days 01:16:27.219000,NOR,0 days 00:01:33.466000,13.0,1.0,MEDIUM,13.0,1,False
0 days 01:18:00.732000,NOR,0 days 00:01:33.513000,14.0,1.0,MEDIUM,14.0,1,False
0 days 01:19:34.242000,NOR,0 days 00:01:33.510000,15.0,1.0,MEDIUM,15.0,1,False
0 days 01:21:07.643000,NOR,0 days 00:01:33.401000,16.0,1.0,MEDIUM,16.0,1,True
0 days 01:22:40.971000,NOR,0 days 00:01:33.328000,17.0,1.0,MEDIUM,17.0,1,True
0 days 01:24:14.232000,NOR,0 days 00:01:33.261000,18.0,1.0,MEDIUM,18.0,1,True
0 days 01:25:47.220000,NOR,0 days 00:01:32.988000,19.0,1.0,MEDIUM,19.0,1,True
0 days 01:27:20.339000,NOR,0 days 00:01:33.119000,20.0,1.0,MEDIUM,20.0,1,False
0 days 01:28:55.373000,NOR,0 days 00:01:35.034000,21.0,1.0,MEDIUM,21.0,1,False
0 days 01:30:50.170000,NOR,0 days 00:01:54.797000,22.0,2.0,HARD,1.0,1,False
0 days 01:32:22.889000,NOR,0 days 00:01:32.719000,23.0,2.0,HARD,2.0,1,True
0 days 01:33:55.606000,NOR,0 days 00:01:32.717000,24.0,2.0,HARD,3.0,1,True
0 days 01:35:27.844000,NOR,0 days 00:01:32.238000,25.0,2.0,HARD,4.0,1,True
0 days 01:37:00.411000,NOR,0 days 00:01:32.567000,26.0,2.0,HARD,5.0,1,False
0 days 01:38:32.714000,NOR,0 days 00:01:32.303000,27.0,2.0,HARD,6.0,1,False
0 days 01:40:04.798000,NOR,0 days 00:01:32.084000,28.0,2.0,HARD,7.0,1,True
0 days 01:41:36.974000,NOR,0 days 00:01:32.176000,29.0,2.0,HARD,8.0,1,False
0 days 01:43:09.080000,NOR,0 days 00:01:32.106000,30.0,2.0,HARD,9.0,1,False
0 days 01:44:40.840000,NOR,0 days 00:01:31.760000,31.0,2.0,HARD,10.0,1,True
0 days 01:46:12.751000,NOR,0 days 00:01:31.911000,32.0,2.0,HARD,11.0,1,False
0 days 01:47:44.657000,NOR,0 days 00:01:31.906000,33.0,2.0,HARD,12.0,1,False
0 days 01:49:16.558000,NOR,0 days 00:01:31.901000,34.0,2.0,HARD,13.0,1,False
0 days 01:50:48.534000,NOR,0 days 00:01:31.976000,35.0,2.0,HARD,14.0,1,False
0 days 01:52:20.161000,NOR,0 days 00:01:31.627000,36.0,2.0,HARD,15.0,1,True
0 days 01:53:51.897000,NOR,0 days 00:01:31.736000,37.0,2.0,HARD,16.0,1,False
0 days 01:55:23.555000,NOR,0 days 00:01:31.658000,38.0,2.0,HARD,17.0,1,False
0 days 01:56:55.518000,NOR,0 days 00:01:31.963000,39.0,2.0,HARD,18.0,1,False
0 days 01:58:27.104000,NOR,0 days 00:01:31.586000,40.0,2.0,HARD,19.0,1,True
0 days 01:59:58.625000,NOR,0 days 00:01:31.521000,41.0,2.0,HARD,20.0,1,True
0 days 02:01:30.081000,NOR,0 days 00:01:31.456000,42.0,2.0,HARD,21.0,1,True
0 days 02:03:01.654000,NOR,0 days 00:01:31.573000,43.0,2.0,HARD,22.0,1,False
0 days 02:04:33.062000,NOR,0 days 00:01:31.408000,44.0,2.0,HARD,23.0,1,True
0 days 02:06:04.586000,NOR,0 days 00:01:31.524000,45.0,2.0,HARD,24.0,1,False
0 days 02:07:35.969000,NOR,0 days 00:01:31.383000,46.0,2.0,HARD,25.0,1,True
0 days 02:09:07.333000,NOR,0 days 00:01:31.364000,47.0,2.0,HARD,26.0,1,True
0 days 02:10:38.735000,NOR,0 days 00:01:31.402000,48.0,2.0,HARD,27.0,1,False
0 days 02:12:10.196000,NOR,0 days 00:01:31.461000,49.0,2.0,HARD,28.0,1,False
0 days 02:13:41.349000,NOR,0 days 00:01:31.153000,50.0,2.0,HARD,29.0,1,True
0 days 02:15:12.465000,NOR,0 days 00:01:31.116000,51.0,2.0,HARD,30.0,1,True
0 days 02:16:43.911000,NOR,0 days 00:01:31.446000,52.0,2.0,HARD,31.0,1,False
0 days 02:18:15.334000,NOR,0 days 00:01:31.423000,53.0,2.0,HARD,32.0,1,False
0 days 00:57:43.410000,PIA,,1.0,1.0,MEDIUM,1.0,1,False
0 days 00:59:17.494000,PIA,0 days 00:01:34.084000,2.0,1.0,MEDIUM,2.0,1,True
0 days 01:00:51.536000,PIA,0 days 00:01:34.042000,3.0,1.0,MEDIUM,3.0,1,True
0 days 01:02:25.235000,PIA,0 days 00:01:33.699000,4.0,1.0,MEDIUM,4.0,1,True
0 days 01:03:59.202000,PIA,0 days 00:01:33.967000,5.0,1.0,MEDIUM,5.0,1,False
0 days 01:05:33.033000,PIA,0 days 00:01:33.831000,6.0,1.0,MEDIUM,6.0,1,False
0 days 01:07:06.882000,PIA,0 days 00:01:33.849000,7.0,1.0,MEDIUM,7.0,1,False
0 days 01:08:40.654000,PIA,0 days 00:01:33.772000,8.0,1.0,MEDIUM,8.0,1,False
0 days 01:10:14.244000,PIA,0 days 00:01:33.590000,9.0,1.0,MEDIUM,9.0,1,True
0 days 01:11:48.419000,PIA,0 days 00:01:34.175000,10.0,1.0,MEDIUM,10.0,1,False
0 days 01:13:21.898000,PIA,0 days 00:01:33.479000,11.0,1.0,MEDIUM,11.0,1,True
0 days 01:14:55.232000,PIA,0 days 00:01:33.334000,12.0,1.0,MEDIUM,12.0,1,True
0 days 01:16:28.485000,PIA,0 days 00:01:33.253000,13.0,1.0,MEDIUM,13.0,1,True
0 days 01:18:02.045000,PIA,0 days 00:01:33.560000,14.0,1.0,MEDIUM,14.0,1,False
0 days 01:19:35.406000,PIA,0 days 00:01:33.361000,15.0,1.0,MEDIUM,15.0,1,False
0 days 01:21:08.978000,PIA,0 days 00:01:33.572000,16.0,1.0,MEDIUM,16.0,1,False
0 days 01:22:42.645000,PIA,0 days 00:01:33.667000,17.0,1.0,MEDIUM,17.0,1,False
0 days 01:24:16.305000,PIA,0 days 00:01:33.660000,18.0,1.0,MEDIUM,18.0,1,False
0 days 01:25:49.740000,PIA,0 days 00:01:33.435000,19.0,1.0,MEDIUM,19.0,1,False
0 days 01:27:25.099000,PIA,0 days 00:01:35.359000,20.0,1.0,MEDIUM,20.0,1,False
0 days 01:29:18.134000,PIA,0 days 00:01:53.035000,21.0,2.0,HARD,1.0,1,False
0 days 01:30:51.978000,PIA,0 days 00:01:33.844000,22.0,2.0,HARD,2.0,1,False
0 days 01:32:24.995000,PIA,0 days 00:01:33.017000,23.0,2.0,HARD,3.0,1,True
0 days 01:33:57.381000,PIA,0 days 00:01:32.386000,24.0,2.0,HARD,4.0,1,True
0 days 01:35:29.780000,PIA,0 days 00:01:32.399000,25.0,2.0,HARD,5.0,1,False
0 days 01:37:02.220000,PIA,0 days 00:01:32.440000,26.0,2.0,HARD,6.0,1,False
0 days 01:38:34.655000,PIA,0 days 00:01:32.435000,27.0,2.0,HARD,7.0,1,False
0 days 01:40:06.797000,PIA,0 days 00:01:32.142000,28.0,2.0,HARD,8.0,1,True
0 days 01:41:38.978000,PIA,0 days 00:01:32.181000,29.0,2.0,HARD,9.0,1,False
0 days 01:43:11.025000,PIA,0 days 00:01:32.047000,30.0,2.0,HARD,10.0,1,True
0 days 01:44:43.026000,PIA,0 days 00:01:32.001000,31.0,2.0,HARD,11.0,1,True
0 days 01:46:14.854000,PIA,0 days 00:01:31.828000,32.0,2.0,HARD,12.0,1,True
0 days 01:47:46.286000,PIA,0 days 00:01:31.432000,33.0,2.0,HARD,13.0,1,True
0 days 01:49:17.967000,PIA,0 days 00:01:31.681000,34.0,2.0,HARD,14.0,1,False
0 days 01:50:49.821000,PIA,0 days 00:01:31.854000,35.0,2.0,HARD,15.0,1,False
0 days 01:52:21.436000,PIA,0 days 00:01:31.615000,36.0,2.0,HARD,16.0,1,False
0 days 01:53:53.052000,PIA,0 days 00:01:31.616000,37.0,2.0,HARD,17.0,1,False
0 days 01:55:24.814000,PIA,0 days 00:01:31.762000,38.0,2.0,HARD,18.0,1,False
0 days 01:56:56.445000,PIA,0 days 00:01:31.631000,39.0,2.0,HARD,19.0,1,False
0 days 01:58:27.920000,PIA,0 days 00:01:31.475000,40.0,2.0,HARD,20.0,1,False
0 days 01:59:59.485000,PIA,0 days 00:01:31.565000,41.0,2.0,HARD,21.0,1,False
0 days 02:01:30.815000,PIA,0 days 00:01:31.330000,42.0,2.0,HARD,22.0,1,True
0 days 02:03:02.235000,PIA,0 days 00:01:31.420000,43.0,2.0,HARD,23.0,1,False
0 days 02:04:34.110000,PIA,0 days 00:01:31.875000,44.0,2.0,HARD,24.0,1,False
0 days 02:06:05.661000,PIA,0 days 00:01:31.551000,45.0,2.0,HARD,25.0,1,False
0 days 02:07:36.945000,PIA,0 days 00:01:31.284000,46.0,2.0,HARD,26.0,1,True
0 days 02:09:08.167000,PIA,0 days 00:01:31.222000,47.0,2.0,HARD,27.0,1,True
0 days 02:10:39.276000,PIA,0 days 00:01:31.109000,48.0,2.0,HARD,28.0,1,True
0 days 02:12:11.117000,PIA,0 days 00:01:31.841000,49.0,2.0,HARD,29.0,1,False
0 days 02:13:42.661000,PIA,0 days 00:01:31.544000,50.0,2.0,HARD,30.0,1,False
0 days 02:15:13.800000,PIA,0 days 00:01:31.139000,51.0,2.0,HARD,31.0,1,False
0 days 02:16:45.001000,PIA,0 days 00:01:31.201000,52.0,2.0,HARD,32.0,1,False
0 days 02:18:16.040000,PIA,0 days 00:01:31.039000,53.0,2.0,HARD,33.0,1,True
0 days 00:57:44.299000,LEC,,1.0,1.0,MEDIUM,1.0,1,False
0 days 00:59:18.420000,LEC,0 days 00:01:34.121000,2.0,1.0,MEDIUM,2.0,1,True
0 days 01:00:52.549000,LEC,0 days 00:01:34.129000,3.0,1.0,MEDIUM,3.0,1,False
0 days 01:02:26.503000,LEC,0 days 00:01:33.954000,4.0,1.0,MEDIUM,4.0,1,True
0 days 01:04:00.381000,LEC,0 days 00:01:33.878000,5.0,1.0,MEDIUM,5.0,1,True
0 days 01:05:34.260000,LEC,0 days 00:01:33.879000,6.0,1.0,MEDIUM,6.0,1,False
0 days 01:07:08.157000,LEC,0 days 00:01:33.897000,7.0,1.0,MEDIUM,7.0,1,False
0 days 01:08:41.944000,LEC,0 days 00:01:33.787000,8.0,1.0,MEDIUM,8.0,1,True
0 days 01:10:15.999000,LEC,0 days 00:01:34.055000,9.0,1.0,MEDIUM,9.0,1,False
0 days 01:11:49.826000,LEC,0 days 00:01:33.827000,10.0,1.0,MEDIUM,10.0,1,False
0 days 01:13:23.490000,LEC,0 days 00:01:33.664000,11.0,1.0,MEDIUM,11.0,1,True
0 days 01:14:57.267000,LEC,0 days 00:01:33.777000,12.0,1.0,MEDIUM,12.0,1,False
0 days 01:16:30.680000,LEC,0 days 00:01:33.413000,13.0,1.0,MEDIUM,13.0,1,True
0 days 01:18:04.379000,LEC,0 days 00:01:33.699000,14.0,1.0,MEDIUM,14.0,1,False
0 days 01:19:37.854000,LEC,0 days 00:01:33.475000,15.0,1.0,MEDIUM,15.0,1,False
0 days 01:21:11.519000,LEC,0 days 00:01:33.665000,16.0,1.0,MEDIUM,16.0,1,False
0 days 01:22:45.328000,LEC,0 days 00:01:33.809000,17.0,1.0,MEDIUM,17.0,1,False
0 days 01:24:18.976000,LEC,0 days 00:01:33.648000,18.0,1.0,MEDIUM,18.0,1,False
0 days 01:25:52.521000,LEC,0 days 00:01:33.545000,19.0,1.0,MEDIUM,19.0,1,False
0 days 01:27:26.149000,LEC,0 days 00:01:33.628000,20.0,1.0,MEDIUM,20.0,1,False
0 days 01:29:01.572000,LEC,0 days 00:01:35.423000,21.0,1.0,MEDIUM,21.0,1,False
0 days 01:30:55.183000,LEC,0 days 00:01:53.611000,22.0,2.0,HARD,1.0,1,False
0 days 01:32:29.133000,LEC,0 days 00:01:33.950000,23.0,2.0,HARD,2.0,1,False
0 days 01:34:02.257000,LEC,0 days 00:01:33.124000,24.0,2.0,HARD,3.0,1,True
0 days 01:35:34.936000,LEC,0 days 00:01:32.679000,25.0,2.0,HARD,4.0,1,True
0 days 01:37:07.439000,LEC,0 days 00:01:32.503000,26.0,2.0,HARD,5.0,1,True
0 days 01:38:39.978000,LEC,0 days 00:01:32.539000,27.0,2.0,HARD,6.0,1,False
0 days 01:40:12.278000,LEC,0 days 00:01:32.300000,28.0,2.0,HARD,7.0,1,True
0 days 01:41:44.590000,LEC,0 days 00:01:32.312000,29.0,2.0,HARD,8.0,1,False
0 days 01:43:16.653000,LEC,0 days 00:01:32.063000,30.0,2.0,HARD,9.0,1,True
0 days 01:44:48.666000,LEC,0 days 00:01:32.013000,31.0,2.0,HARD,10.0,1,True
0 days 01:46:20.691000,LEC,0 days 00:01:32.025000,32.0,2.0,HARD,11.0,1,False
0 days 01:47:52.463000,LEC,0 days 00:01:31.772000,33.0,2.0,HARD,12.0,1,True
0 days 01:49:24.597000,LEC,0 days 00:01:32.134000,34.0,2.0,HARD,13.0,1,False
0 days 01:50:56.554000,LEC,0 days 00:01:31.957000,35.0,2.0,HARD,14.0,1,False
0 days 01:52:28.459000,LEC,0 days 00:01:31.905000,36.0,2.0,HARD,15.0,1,False
0 days 01:54:00.596000,LEC,0 days 00:01:32.137000,37.0,2.0,HARD,16.0,1,False
0 days 01:55:32.415000,LEC,0 days 00:01:31.819000,38.0,2.0,HARD,17.0,1,False
0 days 01:57:04.637000,LEC,0 days 00:01:32.222000,39.0,2.0,HARD,18.0,1,False
0 days 01:58:36.450000,LEC,0 days 00:01:31.813000,40.0,2.0,HARD,19.0,1,False
0 days 02:00:08.350000,LEC,0 days 00:01:31.900000,41.0,2.0,HARD,20.0,1,False
0 days 02:01:40.311000,LEC,0 days 00:01:31.961000,42.0,2.0,HARD,21.0,1,False
0 days 02:03:12.251000,LEC,0 days 00:01:31.940000,43.0,2.0,HARD,22.0,1,False
0 days 02:04:44.089000,LEC,0 days 00:01:31.838000,44.0,2.0,HARD,23.0,1,False
0 days 02:06:15.750000,LEC,0 days 00:01:31.661000,45.0,2.0,HARD,24.0,1,True
0 days 02:07:47.871000,LEC,0 days 00:01:32.121000,46.0,2.0,HARD,25.0,1,False
0 days 02:09:19.340000,LEC,0 days 00:01:31.469000,47.0,2.0,HARD,26.0,1,True
0 days 02:10:51.109000,LEC,0 days 00:01:31.769000,48.0,2.0,HARD,27.0,1,False
0 days 02:12:22.900000,LEC,0 days 00:01:31.791000,49.0,2.0,HARD,28.0,1,False
0 days 02:13:54.679000,LEC,0 days 00:01:31.779000,50.0,2.0,HARD,29.0,1,False
0 days 02:15:26.587000,LEC,0 days 00:01:31.908000,51.0,2.0,HARD,30.0,1,False
0 days 02:16:58.263000,LEC,0 days 00:01:31.676000,52.0,2.0,HARD,31.0,1,False
0 days 02:18:30.008000,LEC,0 days 00:01:31.745000,53.0,2.0,HARD,32.0,1,False
0 days 00:57:44.913000,RUS,,1.0,1.0,MEDIUM,1.0,1,False
0 days 00:59:19.104000,RUS,0 days 00:01:34.191000,2.0,1.0,MEDIUM,2.0,1,True
0 days 01:00:53.308000,RUS,0 days 00:01:34.204000,3.0,1.0,MEDIUM,3.0,1,False
0 days 01:02:27.365000,RUS,0 days 00:01:34.057000,4.0,1.0,MEDIUM,4.0,1,True
0 days 01:04:01.160000,RUS,0 days 00:01:33.795000,5.0,1.0,MEDIUM,5.0,1,True
0 days 01:05:35.082000,RUS,0 days 00:01:33.922000,6.0,1.0,MEDIUM,6.0,1,False
0 days 01:07:09.263000,RUS,0 days 00:01:34.181000,7.0,1.0,MEDIUM,7.0,1,False
0 days 01:08:43.061000,RUS,0 days 00:01:33.798000,8.0,1.0,MEDIUM,8.0,1,False
0 days 01:10:16.877000,RUS,0 days 00:01:33.816000,9.0,1.0,MEDIUM,9.0,1,False
0 days 01:11:50.480000,RUS,0 days 00:01:33.603000,10.0,1.0,MEDIUM,10.0,1,True
0 days 01:13:24.363000,RUS,0 days 00:01:33.883000,11.0,1.0,MEDIUM,11.0,1,False
0 days 01:14:58.227000,RUS,0 days 00:01:33.864000,12.0,1.0,MEDIUM,12.0,1,False
0 days 01:16:32.042000,RUS,0 days 00:01:33.815000,13.0,1.0,MEDIUM,13.0,1,False
0 days 01:18:05.700000,RUS,0 days 00:01:33.658000,14.0,1.0,MEDIUM,14.0,1,False
0 days 01:19:39.407000,RUS,0 days 00:01:33.707000,15.0,1.0,MEDIUM,15.0,1,False
0 days 01:21:13.267000,RUS,0 days 00:01:33.860000,16.0,1.0,MEDIUM,16.0,1,False
0 days 01:22:47.101000,RUS,0 days 00:01:33.834000,17.0,1.0,MEDIUM,17.0,1,False
0 days 01:24:21.067000,RUS,0 days 00:01:33.966000,18.0,1.0,MEDIUM,18.0,1,False
0 days 01:25:56.823000,RUS,0 days 00:01:35.756000,19.0,1.0,MEDIUM,19.0,1,False
0 days 01:27:49.735000,RUS,0 days 00:01:52.912000,20.0,2.0,HARD,1.0,1,False
0 days 01:29:22.972000,RUS,0 days 00:01:33.237000,21.0,2.0,HARD,2.0,1,True
0 days 01:30:57.095000,RUS,0 days 00:01:34.123000,22.0,2.0,HARD,3.0,1,False
0 days 01:32:30.373000,RUS,0 days 00:01:33.278000,23.0,2.0,HARD,4.0,1,False
0 days 01:34:04.713000,RUS,0 days 00:01:34.340000,24.0,2.0,HARD,5.0,1,False
0 days 01:35:37.626000,RUS,0 days 00:01:32.913000,25.0,2.0,HARD,6.0,1,True
0 days 01:37:10.037000,RUS,0 days 00:01:32.411000,26.0,2.0,HARD,7.0,1,True
0 days 01:38:42.648000,RUS,0 days 00:01:32.611000,27.0,2.0,HARD,8.0,1,False
0 days 01:40:15.136000,RUS,0 days 00:01:32.488000,28.0,2.0,HARD,9.0,1,False
0 days 01:41:47.543000,RUS,0 days 00:01:32.407000,29.0,2.0,HARD,10.0,1,True
0 days 01:43:19.902000,RUS,0 days 00:01:32.359000,30.0,2.0,HARD,11.0,1,True
0 days 01:44:52.045000,RUS,0 days 00:01:32.143000,31.0,2.0,HARD,12.0,1,True
0 days 01:46:24.076000,RUS,0 days 00:01:32.031000,32.0,2.0,HARD,13.0,1,True
0 days 01:47:56.156000,RUS,0 days 00:01:32.080000,33.0,2.0,HARD,14.0,1,False
0 days 01:49:28.375000,RUS,0 days 00:01:32.219000,34.0,2.0,HARD,15.0,1,False
0 days 01:51:00.311000,RUS,0 days 00:01:31.936000,35.0,2.0,HARD,16.0,1,True
0 days 01:52:32.134000,RUS,0 days 00:01:31.823000,36.0,2.0,HARD,17.0,1,True
0 days 01:54:04.002000,RUS,0 days 00:01:31.868000,37.0,2.0,HARD,18.0,1,False
0 days 01:55:35.842000,RUS,0 days 00:01:31.840000,38.0,2.0,HARD,19.0,1,False
0 days 01:57:07.915000,RUS,0 days 00:01:32.073000,39.0,2.0,HARD,20.0,1,False
0 days 01:58:39.830000,RUS,0 days 00:01:31.915000,40.0,2.0,HARD,21.0,1,False
0 days 02:00:11.725000,RUS,0 days 00:01:31.895000,41.0,2.0,HARD,22.0,1,False
0 days 02:01:43.860000,RUS,0 days 00:01:32.135000,42.0,2.0,HARD,23.0,1,False
0 days 02:03:15.783000,RUS,0 days 00:01:31.923000,43.0,2.0,HARD,24.0,1,False
0 days 02:04:47.561000,RUS,0 days 00:01:31.778000,44.0,2.0,HARD,25.0,1,True
0 days 02:06:19.186000,RUS,0 days 00:01:31.625000,45.0,2.0,HARD,26.0,1,True
0 days 02:07:50.738000,RUS,0 days 00:01:31.552000,46.0,2.0,HARD,27.0,1,True
0 days 02:09:22.336000,RUS,0 days 00:01:31.598000,47.0,2.0,HARD,28.0,1,False
0 days 02:10:53.879000,RUS,0 days 00:01:31.543000,48.0,2.0,HARD,29.0,1,True
0 days 02:12:25.488000,RUS,0 days 00:01:31.609000,49.0,2.0,HARD,30.0,1,False
0 days 02:13:56.858000,RUS,0 days 00:01:31.370000,50.0,2.0,HARD,31.0,1,True
0 days 02:15:28.215000,RUS,0 days 00:01:31.357000,51.0,2.0,HARD,32.0,1,True
0 days 02:16:59.842000,RUS,0 days 00:01:31.627000,52.0,2.0,HARD,33.0,1,False
0 days 02:18:31.273000,RUS,0 days 00:01:31.431000,53.0,2.0,HARD,34.0,1,False
0 days 00:57:45.893000,ANT,,1.0,1.0,MEDIUM,1.0,1,False
0 days 00:59:20.424000,ANT,0 days 00:01:34.531000,2.0,1.0,MEDIUM,2.0,1,False
0 days 01:00:54.547000,ANT,0 days 00:01:34.123000,3.0,1.0,MEDIUM,3.0,1,True
0 days 01:02:28.807000,ANT,0 days 00:01:34.260000,4.0,1.0,MEDIUM,4.0,1,False
0 days 01:04:02.597000,ANT,0 days 00:01:33.790000,5.0,1.0,MEDIUM,5.0,1,True
0 days 01:05:36.654000,ANT,0 days 00:01:34.057000,6.0,1.0,MEDIUM,6.0,1,False
0 days 01:07:10.495000,ANT,0 days 00:01:33.841000,7.0,1.0,MEDIUM,7.0,1,False
0 days 01:08:44.513000,ANT,0 days 00:01:34.018000,8.0,1.0,MEDIUM,8.0,1,False
