Driver,Stint,Compound,TotalLaps,CleanLaps,FirstCleanLapTime,LastCleanLapTime,TotalDegradation_Seconds,DegradationPerLap_Seconds,LinearDegradationRate,AvgTrackTemp,AvgAirTemp,StartLap,EndLap
NOR,1,MEDIUM,25,23,89.01,91.56700000000001,2.557000000000002,0.11117391304347836,0.03442490118577023,31.436,26.74,2,26
NOR,2,HARD,32,30,88.439,89.858,1.4190000000000111,0.04730000000000037,-0.0016816462736362631,30.015625,26.13125,27,58
SAI,1,MEDIUM,24,22,88.995,90.842,1.8469999999999942,0.08395454545454518,0.02030604178430322,31.458333333333332,26.75,2,25
SAI,2,HARD,33,31,88.482,88.031,-0.4509999999999934,-0.01454838709677398,-0.011879435483870946,30.045454545454547,26.145454545454548,26,58
GAS,1,MEDIUM,13,11,89.406,92.241,2.8349999999999937,0.25772727272727214,0.16321818181818532,31.67692307692308,26.853846153846156,2,14
GAS,2,HARD,44,42,89.986,90.865,0.8789999999999907,0.020928571428571206,-0.004387812981120592,30.3,26.256818181818197,15,58
RUS,1,MEDIUM,25,23,89.488,92.057,2.5690000000000026,0.11169565217391315,0.03491897233201263,31.436,26.74,2,26
RUS,2,HARD,32,30,88.48,89.592,1.1119999999999948,0.03706666666666649,0.0018812013348167367,30.0,26.128125,27,58
HUL,1,MEDIUM,12,10,89.348,92.49000000000001,3.14200000000001,0.31420000000000103,0.26724848484848573,31.70833333333334,26.858333333333334,2,13
HUL,2,HARD,45,43,89.985,90.03999999999999,0.05499999999999261,0.0012790697674416886,0.0012993053458185454,30.322222222222223,26.268888888888895,14,58
ALO,1,MEDIUM,12,10,89.434,93.244,3.8100000000000023,0.3810000000000002,0.35494545454545473,31.66666666666667,26.858333333333334,2,13
ALO,2,HARD,24,22,89.907,91.999,2.0919999999999987,0.09509090909090903,0.03242800677583534,30.866666666666664,26.491666666666664,14,37
ALO,3,HARD,21,19,88.937,88.621,-0.3160000000000025,-0.016631578947368553,-0.012338596491225724,29.685714285714283,25.999999999999993,38,58
