Driver,Stint,Compound,TotalLaps,CleanLaps,FirstCleanLapTime,LastCleanLapTime,TotalDegradation_Seconds,DegradationPerLap_Seconds,LinearDegradationRate,AvgTrackTemp,AvgAirTemp,StartLap,EndLap
PIA,2,MEDIUM,9,7,98.14099999999999,101.083,2.9420000000000073,0.4202857142857153,0.41867857142857123,38.37777777777777,22.188888888888886,4,12
PIA,3,HARD,20,18,97.37700000000001,99.482,2.1049999999999898,0.11694444444444388,0.08029308565531672,35.574999999999996,21.279999999999998,13,32
PIA,4,HARD,21,19,94.80199999999999,96.61099999999999,1.8089999999999975,0.09521052631578934,0.05009122807017402,33.185714285714276,20.23809523809524,33,53
LEC,2,MEDIUM,23,21,98.021,103.175,5.153999999999996,0.24542857142857125,0.03112337662337593,36.504347826086956,21.613043478260874,4,26
LEC,3,HARD,27,25,96.357,95.044,-1.3130000000000024,-0.052520000000000094,-0.04265384615384698,33.89629629629629,20.511111111111113,27,53
HAM,2,HARD,20,18,98.19,101.46600000000001,3.2760000000000105,0.18200000000000058,0.09624045407637136,36.629999999999995,21.68,4,23
HAM,3,HARD,16,14,95.447,99.03,3.5829999999999984,0.25592857142857134,0.1340021978021979,35.6125,21.13125,24,39
HAM,4,MEDIUM,14,12,94.238,95.773,1.5349999999999966,0.12791666666666637,0.13775524475524611,32.30714285714286,19.914285714285718,40,53
TSU,2,SOFT,4,2,98.887,100.99799999999999,2.11099999999999,1.055499999999995,2.111000000000014,38.8,22.424999999999997,4,7
TSU,3,HARD,15,13,97.49600000000001,101.916,4.4199999999999875,0.339999999999999,0.17912087912088168,36.059999999999995,21.526666666666667,8,22
TSU,4,HARD,30,28,97.07300000000001,98.195,1.1219999999999857,0.04007142857142806,-0.021397646414888033,34.17666666666666,20.60333333333333,23,52
RUS,2,HARD,19,17,98.392,100.89500000000001,2.5030000000000143,0.1472352941176479,0.09795833333333089,36.68421052631578,21.72105263157895,4,22
RUS,3,HARD,15,13,95.673,98.83,3.1569999999999965,0.24284615384615357,0.08904395604395901,35.78666666666667,21.186666666666664,23,37
RUS,4,MEDIUM,16,14,94.537,94.902,0.3649999999999949,0.026071428571428207,0.07931208791208293,32.54375,20.00625,38,53
STR,2,SOFT,9,7,98.74600000000001,101.638,2.891999999999996,0.41314285714285653,0.3598571428571392,38.333333333333336,22.18888888888889,4,12
STR,3,MEDIUM,10,8,98.125,102.328,4.203000000000003,0.5253750000000004,0.4202142857142905,35.14,21.299999999999997,13,22
STR,4,HARD,12,10,96.995,99.55,2.5549999999999926,0.2554999999999993,0.27606060606060506,36.083333333333336,21.26666666666667,23,34
STR,5,SOFT,18,16,96.28399999999999,99.818,3.534000000000006,0.22087500000000038,0.10004852941176473,32.855555555555554,20.144444444444446,35,52
OCO,2,HARD,16,14,100.49600000000001,102.283,1.786999999999992,0.12764285714285656,0.1109428571428582,36.98125,21.81875,4,19
OCO,3,HARD,14,12,97.775,100.76400000000001,2.9890000000000043,0.24908333333333368,0.07127622377622389,35.9,21.25714285714286,20,33
OCO,4,MEDIUM,19,17,96.983,96.232,-0.7510000000000048,-0.044176470588235574,-0.07417401960784142,32.90526315789473,20.163157894736845,34,52
BOT,2,SOFT,3,1,101.288,101.288,0.0,0.0,0.0,38.833333333333336,22.433333333333334,4,6
BOT,3,HARD,16,14,97.406,102.311,4.905000000000001,0.3503571428571429,0.18791868131868208,36.231249999999996,21.575,7,22
BOT,4,HARD,29,27,96.858,97.727,0.8689999999999998,0.03218518518518518,0.012617216117215899,34.106896551724134,20.58620689655172,24,52
GAS,2,HARD,13,11,100.257,103.476,3.218999999999994,0.2926363636363631,0.22939090909091048,37.49230769230769,21.969230769230766,4,16
GAS,3,MEDIUM,16,14,98.59899999999999,101.72800000000001,3.129000000000019,0.22350000000000136,0.11659120879120935,35.63125,21.24375,17,32
GAS,4,HARD,20,18,97.656,97.505,-0.15100000000001046,-0.00838888888888947,0.014610939112489597,33.065,20.205000000000002,33,52
MAG,2,MEDIUM,19,17,100.02600000000001,102.164,2.137999999999991,0.12576470588235242,0.006056372549017847,36.67368421052631,21.721052631578946,4,22
MAG,3,HARD,29,27,97.14500000000001,97.822,0.6769999999999925,0.025074074074073797,0.007850427350428024,34.106896551724134,20.58620689655172,24,52
ZHO,2,SOFT,4,2,99.991,102.874,2.8829999999999956,1.4414999999999978,2.8829999999999836,38.8,22.424999999999997,4,7
ZHO,3,HARD,4,2,97.5,101.11699999999999,3.6169999999999902,1.8084999999999951,3.6169999999999947,38.2,22.075000000000003,8,11
HUL,3,HARD,28,26,97.616,103.896,6.280000000000001,0.2415384615384616,0.08680888888888777,36.278571428571425,21.482142857142854,6,33
HUL,4,HARD,19,17,95.858,95.325,-0.5330000000000013,-0.03135294117647066,0.003953431372550783,32.93157894736842,20.194736842105264,34,52
SAR,2,HARD,19,17,99.582,101.989,2.4070000000000107,0.14158823529411826,0.0017058823529403193,36.67368421052631,21.721052631578946,4,22
SAR,3,HARD,11,9,98.485,100.392,1.9069999999999965,0.2118888888888885,0.21393333333333361,36.14545454545454,21.281818181818185,24,34
SAR,4,MEDIUM,6,4,96.10300000000001,96.282,0.17899999999998784,0.04474999999999696,0.06379999999999628,33.96666666666667,20.633333333333336,35,40
SAR,5,SOFT,11,9,95.087,97.715,2.628,0.29200000000000004,0.15838333333332977,32.02727272727273,19.799999999999997,42,52
