Time,Driver,LapTime,LapNumber,Stint,Compound,TyreLife,TrackStatus,IsPersonalBest,LapTime_Seconds,RollingAvgLapTime,BaselineLapTime,LapTimeDelta,DegradationRate,AirTemp,TrackTemp,Humidity,WindSpeed
0 days 02:21:49.974000,RUS,0 days 00:01:31.266000,51.0,2.0,HARD,34.0,1,True,91.26599999999999,91.34100000000001,94.12,-2.8540000000000134,-0.09600000000000364,27.1,33.4,59.0,3.2
0 days 02:21:52.724000,SAI,0 days 00:01:31.566000,51.0,2.0,HARD,33.0,1,False,91.566,91.59100000000001,92.354,-0.7879999999999967,-0.20900000000000318,27.1,33.4,59.0,3.2
0 days 02:22:05.922000,GAS,0 days 00:01:32.053000,51.0,2.0,HARD,36.0,1,False,92.053,92.07733333333334,92.815,-0.7620000000000005,-0.0589999999999975,27.0,33.4,59.0,5.0
0 days 02:22:06.772000,LEC,0 days 00:01:31.777000,51.0,2.0,HARD,34.0,1,False,91.777,91.94599999999998,92.792,-1.0150000000000006,-0.3930000000000007,27.0,33.4,59.0,5.0
0 days 02:22:08.351000,HAM,0 days 00:01:31.178000,51.0,2.0,MEDIUM,14.0,1,False,91.178,91.29966666666667,91.729,-0.5510000000000019,-0.1810000000000116,27.0,33.4,59.0,5.0
0 days 02:22:14.128000,OCO,0 days 00:01:31.795000,51.0,2.0,MEDIUM,12.0,1,False,91.795,92.03000000000002,91.45400000000001,0.340999999999994,-0.2909999999999968,27.0,33.4,59.0,5.0
0 days 02:22:16.707000,MAG,0 days 00:01:32.237000,51.0,2.0,HARD,37.0,1,False,92.237,92.367,92.833,-0.5960000000000036,-0.22500000000000853,27.0,33.4,59.0,5.0
0 days 02:22:21.084000,TSU,0 days 00:01:31.448000,51.0,2.0,MEDIUM,15.0,1,True,91.44800000000001,91.80900000000001,92.294,-0.8459999999999894,-0.9239999999999924,27.0,33.4,59.0,5.0
0 days 02:22:22.566000,STR,0 days 00:01:32.030000,51.0,2.0,MEDIUM,10.0,1,False,92.03,91.82266666666668,91.426,0.6039999999999992,0.29699999999999704,27.0,33.4,59.0,5.0
0 days 02:22:22.833000,BOT,0 days 00:01:32.997000,51.0,2.0,HARD,36.0,1,False,92.997,92.807,92.981,0.016000000000005343,-0.07699999999999818,27.0,33.4,59.0,5.0
0 days 02:22:25.307000,ALB,0 days 00:01:32.128000,51.0,2.0,HARD,29.0,1,False,92.128,92.79433333333334,92.07,0.058000000000006935,-0.3289999999999935,27.0,33.4,59.0,5.0
0 days 02:22:25.970000,HUL,0 days 00:01:32.198000,51.0,2.0,MEDIUM,18.0,1,False,92.19800000000001,92.69933333333334,92.195,0.0030000000000143245,-0.3129999999999882,27.0,33.4,59.0,5.0
0 days 02:22:31.218000,ZHO,0 days 00:01:31.855000,51.0,2.0,MEDIUM,20.0,1,True,91.855,92.007,91.905,-0.04999999999999716,-0.10299999999999443,27.0,33.4,59.0,5.0
0 days 02:22:35.188000,NOR,0 days 00:01:33.505000,51.0,2.0,HARD,47.0,1,False,93.505,92.925,93.237,0.2680000000000007,0.945999999999998,27.0,33.4,59.0,5.0
0 days 02:22:42.180000,DEV,0 days 00:01:32.052000,51.0,2.0,HARD,36.0,1,True,92.05199999999999,92.24366666666667,93.018,-0.9660000000000082,-0.19599999999999795,27.0,33.4,59.0,5.0
0 days 02:22:53.417000,VER,0 days 00:01:30.372000,52.0,2.0,MEDIUM,7.0,1,True,90.372,90.63600000000001,90.837,-0.4650000000000034,-0.3269999999999982,27.0,33.4,59.0,5.0
0 days 02:22:56.114000,PER,0 days 00:01:30.689000,52.0,2.0,HARD,32.0,1,True,90.689,90.99066666666666,91.444,-0.7550000000000097,-0.5580000000000069,27.0,33.3,58.0,3.9
0 days 02:23:03.329000,PIA,0 days 00:01:32.588000,51.0,2.0,HARD,46.0,1,True,92.588,92.98333333333333,93.89500000000001,-1.3070000000000164,-0.3930000000000007,27.0,33.3,58.0,3.9
0 days 02:23:11.186000,SAR,0 days 00:01:32.636000,51.0,2.0,HARD,49.0,1,False,92.636,92.58233333333334,93.789,-1.1530000000000058,0.25199999999999534,27.0,33.3,58.0,3.9
0 days 02:23:14.069000,ALO,0 days 00:01:32.252000,52.0,2.0,HARD,29.0,1,False,92.25200000000001,91.641,92.394,-0.1419999999999959,1.4540000000000077,27.0,33.3,58.0,3.9
0 days 02:23:21.414000,RUS,0 days 00:01:31.440000,52.0,2.0,HARD,35.0,1,False,91.44,91.356,94.12,-2.680000000000007,0.1740000000000066,27.0,33.3,58.0,3.9
0 days 02:23:24.275000,SAI,0 days 00:01:31.551000,52.0,2.0,HARD,34.0,1,False,91.551,91.63066666666667,92.354,-0.8029999999999973,-0.015000000000000568,27.0,33.3,58.0,3.9
0 days 02:23:38.027000,GAS,0 days 00:01:32.105000,52.0,2.0,HARD,37.0,1,False,92.10499999999999,92.08999999999999,92.815,-0.710000000000008,0.0519999999999925,27.0,33.3,58.0,3.9
0 days 02:23:38.304000,LEC,0 days 00:01:31.532000,52.0,2.0,HARD,35.0,1,True,91.532,91.82633333333332,92.792,-1.2600000000000051,-0.24500000000000455,27.0,33.3,58.0,3.9
0 days 02:23:39.707000,HAM,0 days 00:01:31.356000,52.0,2.0,MEDIUM,15.0,1,False,91.356,91.29766666666666,91.729,-0.37300000000000466,0.17799999999999727,27.0,33.3,58.0,3.9
0 days 02:23:45.710000,OCO,0 days 00:01:31.582000,52.0,2.0,MEDIUM,13.0,1,False,91.582,91.82100000000001,91.45400000000001,0.1279999999999859,-0.21300000000000807,27.0,33.3,58.0,3.9
0 days 02:23:48.671000,MAG,0 days 00:01:31.964000,52.0,2.0,HARD,38.0,1,True,91.964,92.221,92.833,-0.8689999999999998,-0.27299999999999613,27.0,33.3,58.0,3.9
0 days 02:23:52.587000,TSU,0 days 00:01:31.503000,52.0,2.0,MEDIUM,16.0,1,False,91.503,91.77433333333333,92.294,-0.7909999999999968,0.05499999999999261,27.0,33.3,58.0,3.9
0 days 02:23:54.079000,STR,0 days 00:01:31.513000,52.0,2.0,MEDIUM,11.0,1,False,91.513,91.75866666666667,91.426,0.0870000000000033,-0.5169999999999959,27.0,33.3,58.0,3.9
