Time,Driver,LapTime,LapNumber,Stint,Compound,TyreLife,TrackStatus,IsPersonalBest
0 days 02:49:10.694000,VER,0 days 00:01:35.750000,48.0,4.0,HARD,14.0,1,False
0 days 02:50:45.579000,VER,0 days 00:01:34.885000,49.0,4.0,HARD,15.0,1,False
0 days 02:52:19.285000,VER,0 days 00:01:33.706000,50.0,4.0,HARD,16.0,1,True
0 days 02:53:54.053000,VER,0 days 00:01:34.768000,51.0,4.0,HARD,17.0,1,False
0 days 02:55:29.023000,VER,0 days 00:01:34.970000,52.0,4.0,HARD,18.0,1,False
0 days 02:57:04.286000,VER,0 days 00:01:35.263000,53.0,4.0,HARD,19.0,1,False
0 days 01:04:53.607000,PER,,1.0,1.0,MEDIUM,1.0,125,False
0 days 01:33:24.972000,PER,,2.0,2.0,MEDIUM,2.0,1,False
0 days 01:36:16.543000,PER,,3.0,2.0,MEDIUM,3.0,1,False
0 days 01:37:53.116000,PER,0 days 00:01:36.573000,4.0,2.0,MEDIUM,4.0,1,True
0 days 01:39:29.684000,PER,0 days 00:01:36.568000,5.0,2.0,MEDIUM,5.0,1,True
0 days 01:41:07.377000,PER,0 days 00:01:37.693000,6.0,2.0,MEDIUM,6.0,1,False
0 days 01:42:44.685000,PER,0 days 00:01:37.308000,7.0,2.0,MEDIUM,7.0,1,False
0 days 01:44:21.905000,PER,0 days 00:01:37.220000,8.0,2.0,MEDIUM,8.0,1,False
0 days 01:45:59.743000,PER,0 days 00:01:37.838000,9.0,2.0,MEDIUM,9.0,1,False
0 days 01:47:37.669000,PER,0 days 00:01:37.926000,10.0,2.0,MEDIUM,10.0,1,False
0 days 01:49:15.885000,PER,0 days 00:01:38.216000,11.0,2.0,MEDIUM,11.0,1,False
0 days 01:50:54.041000,PER,0 days 00:01:38.156000,12.0,2.0,MEDIUM,12.0,1,False
0 days 01:52:32.166000,PER,0 days 00:01:38.125000,13.0,2.0,MEDIUM,13.0,1,False
0 days 01:54:10.671000,PER,0 days 00:01:38.505000,14.0,2.0,MEDIUM,14.0,1,False
0 days 01:55:51.577000,PER,0 days 00:01:40.906000,15.0,2.0,MEDIUM,15.0,1,False
0 days 01:57:46.403000,PER,0 days 00:01:54.826000,16.0,3.0,MEDIUM,1.0,1,False
0 days 01:59:23.831000,PER,0 days 00:01:37.428000,17.0,3.0,MEDIUM,2.0,1,False
0 days 02:01:01.675000,PER,0 days 00:01:37.844000,18.0,3.0,MEDIUM,3.0,1,False
0 days 02:02:38.111000,PER,0 days 00:01:36.436000,19.0,3.0,MEDIUM,4.0,1,True
0 days 02:04:14.317000,PER,0 days 00:01:36.206000,20.0,3.0,MEDIUM,5.0,1,True
0 days 02:05:50.875000,PER,0 days 00:01:36.558000,21.0,3.0,MEDIUM,6.0,1,False
0 days 02:07:28.139000,PER,0 days 00:01:37.264000,22.0,3.0,MEDIUM,7.0,1,False
0 days 02:09:04.795000,PER,0 days 00:01:36.656000,23.0,3.0,MEDIUM,8.0,1,False
0 days 02:10:41.716000,PER,0 days 00:01:36.921000,24.0,3.0,MEDIUM,9.0,1,False
0 days 02:12:19.476000,PER,0 days 00:01:37.760000,25.0,3.0,MEDIUM,10.0,1,False
0 days 02:13:57.165000,PER,0 days 00:01:37.689000,26.0,3.0,MEDIUM,11.0,1,False
0 days 02:15:34.008000,PER,0 days 00:01:36.843000,27.0,3.0,MEDIUM,12.0,1,False
0 days 02:17:10.741000,PER,0 days 00:01:36.733000,28.0,3.0,MEDIUM,13.0,1,False
0 days 02:18:47.710000,PER,0 days 00:01:36.969000,29.0,3.0,MEDIUM,14.0,1,False
0 days 02:20:24.807000,PER,0 days 00:01:37.097000,30.0,3.0,MEDIUM,15.0,1,False
0 days 02:22:01.925000,PER,0 days 00:01:37.118000,31.0,3.0,MEDIUM,16.0,1,False
0 days 02:23:39.031000,PER,0 days 00:01:37.106000,32.0,3.0,MEDIUM,17.0,1,False
0 days 02:25:18.440000,PER,0 days 00:01:39.409000,33.0,3.0,MEDIUM,18.0,1,False
0 days 02:27:13.386000,PER,0 days 00:01:54.946000,34.0,4.0,HARD,1.0,1,False
0 days 02:28:47.331000,PER,0 days 00:01:33.945000,35.0,4.0,HARD,2.0,1,True
0 days 02:30:21.810000,PER,0 days 00:01:34.479000,36.0,4.0,HARD,3.0,1,False
0 days 02:31:56.618000,PER,0 days 00:01:34.808000,37.0,4.0,HARD,4.0,1,False
0 days 02:33:31.863000,PER,0 days 00:01:35.245000,38.0,4.0,HARD,5.0,1,False
0 days 02:35:06.853000,PER,0 days 00:01:34.990000,39.0,4.0,HARD,6.0,1,False
0 days 02:36:41.591000,PER,0 days 00:01:34.738000,40.0,4.0,HARD,7.0,1,False
0 days 02:38:16.621000,PER,0 days 00:01:35.030000,41.0,4.0,HARD,8.0,1,False
0 days 02:39:52.054000,PER,0 days 00:01:35.433000,42.0,4.0,HARD,9.0,12,False
0 days 02:41:27.153000,PER,0 days 00:01:35.099000,43.0,4.0,HARD,10.0,1,False
0 days 02:43:01.854000,PER,0 days 00:01:34.701000,44.0,4.0,HARD,11.0,1,False
0 days 02:44:36.850000,PER,0 days 00:01:34.996000,45.0,4.0,HARD,12.0,1,False
0 days 02:46:11.600000,PER,0 days 00:01:34.750000,46.0,4.0,HARD,13.0,1,False
0 days 02:47:46.656000,PER,0 days 00:01:35.056000,47.0,4.0,HARD,14.0,1,False
0 days 02:49:22.039000,PER,0 days 00:01:35.383000,48.0,4.0,HARD,15.0,1,False
0 days 02:50:57.074000,PER,0 days 00:01:35.035000,49.0,4.0,HARD,16.0,1,False
0 days 02:52:32.318000,PER,0 days 00:01:35.244000,50.0,4.0,HARD,17.0,1,False
0 days 02:54:07.208000,PER,0 days 00:01:34.890000,51.0,4.0,HARD,18.0,1,False
0 days 02:55:42.137000,PER,0 days 00:01:34.929000,52.0,4.0,HARD,19.0,1,False
0 days 02:57:16.865000,PER,0 days 00:01:34.728000,53.0,4.0,HARD,20.0,1,False
0 days 01:04:55.608000,NOR,,1.0,1.0,MEDIUM,1.0,125,False
0 days 01:33:26.184000,NOR,,2.0,2.0,MEDIUM,2.0,1,False
0 days 01:36:17.467000,NOR,,3.0,2.0,MEDIUM,3.0,1,False
0 days 01:37:54.320000,NOR,0 days 00:01:36.853000,4.0,2.0,MEDIUM,4.0,1,True
0 days 01:39:31.180000,NOR,0 days 00:01:36.860000,5.0,2.0,MEDIUM,5.0,1,False
0 days 01:41:09.080000,NOR,0 days 00:01:37.900000,6.0,2.0,MEDIUM,6.0,1,False
0 days 01:42:46.822000,NOR,0 days 00:01:37.742000,7.0,2.0,MEDIUM,7.0,1,False
0 days 01:44:24.646000,NOR,0 days 00:01:37.824000,8.0,2.0,MEDIUM,8.0,1,False
0 days 01:46:02.609000,NOR,0 days 00:01:37.963000,9.0,2.0,MEDIUM,9.0,1,False
0 days 01:47:40.767000,NOR,0 days 00:01:38.158000,10.0,2.0,MEDIUM,10.0,1,False
0 days 01:49:21.527000,NOR,0 days 00:01:40.760000,11.0,2.0,MEDIUM,11.0,1,False
0 days 01:51:17.170000,NOR,0 days 00:01:55.643000,12.0,3.0,HARD,1.0,1,False
0 days 01:52:52.931000,NOR,0 days 00:01:35.761000,13.0,3.0,HARD,2.0,1,True
0 days 01:54:29.708000,NOR,0 days 00:01:36.777000,14.0,3.0,HARD,3.0,1,False
0 days 01:56:06.496000,NOR,0 days 00:01:36.788000,15.0,3.0,HARD,4.0,1,False
0 days 01:57:44.737000,NOR,0 days 00:01:38.241000,16.0,3.0,HARD,5.0,1,False
0 days 01:59:22.544000,NOR,0 days 00:01:37.807000,17.0,3.0,HARD,6.0,1,False
0 days 02:00:59.031000,NOR,0 days 00:01:36.487000,18.0,3.0,HARD,7.0,1,False
0 days 02:02:35.814000,NOR,0 days 00:01:36.783000,19.0,3.0,HARD,8.0,1,False
0 days 02:04:12.661000,NOR,0 days 00:01:36.847000,20.0,3.0,HARD,9.0,1,False
0 days 02:05:49.657000,NOR,0 days 00:01:36.996000,21.0,3.0,HARD,10.0,1,False
0 days 02:07:28.545000,NOR,0 days 00:01:38.888000,22.0,3.0,HARD,11.0,1,False
0 days 02:09:06.758000,NOR,0 days 00:01:38.213000,23.0,3.0,HARD,12.0,1,False
0 days 02:10:44.480000,NOR,0 days 00:01:37.722000,24.0,3.0,HARD,13.0,1,False
0 days 02:12:22.038000,NOR,0 days 00:01:37.558000,25.0,3.0,HARD,14.0,1,False
0 days 02:14:02.955000,NOR,0 days 00:01:40.917000,26.0,3.0,HARD,15.0,1,False
0 days 02:15:59.576000,NOR,0 days 00:01:56.621000,27.0,4.0,HARD,1.0,1,False
0 days 02:17:35.297000,NOR,0 days 00:01:35.721000,28.0,4.0,HARD,2.0,1,True
0 days 02:19:11.555000,NOR,0 days 00:01:36.258000,29.0,4.0,HARD,3.0,1,False
0 days 02:20:47.798000,NOR,0 days 00:01:36.243000,30.0,4.0,HARD,4.0,1,False
0 days 02:22:24.023000,NOR,0 days 00:01:36.225000,31.0,4.0,HARD,5.0,1,False
0 days 02:24:00.398000,NOR,0 days 00:01:36.375000,32.0,4.0,HARD,6.0,1,False
0 days 02:25:36.738000,NOR,0 days 00:01:36.340000,33.0,4.0,HARD,7.0,1,False
0 days 02:27:13,NOR,0 days 00:01:36.262000,34.0,4.0,HARD,8.0,1,False
0 days 02:28:49.614000,NOR,0 days 00:01:36.614000,35.0,4.0,HARD,9.0,1,False
0 days 02:30:25.510000,NOR,0 days 00:01:35.896000,36.0,4.0,HARD,10.0,1,False
0 days 02:32:01.922000,NOR,0 days 00:01:36.412000,37.0,4.0,HARD,11.0,1,False
0 days 02:33:37.805000,NOR,0 days 00:01:35.883000,38.0,4.0,HARD,12.0,1,False
0 days 02:35:13.511000,NOR,0 days 00:01:35.706000,39.0,4.0,HARD,13.0,1,True
0 days 02:36:49.760000,NOR,0 days 00:01:36.249000,40.0,4.0,HARD,14.0,1,False
0 days 02:38:24.989000,NOR,0 days 00:01:35.229000,41.0,4.0,HARD,15.0,1,True
0 days 02:40:01.206000,NOR,0 days 00:01:36.217000,42.0,4.0,HARD,16.0,12,False
0 days 02:41:37.126000,NOR,0 days 00:01:35.920000,43.0,4.0,HARD,17.0,1,False
0 days 02:43:13.517000,NOR,0 days 00:01:36.391000,44.0,4.0,HARD,18.0,1,False
0 days 02:44:49.741000,NOR,0 days 00:01:36.224000,45.0,4.0,HARD,19.0,1,False
0 days 02:46:25.376000,NOR,0 days 00:01:35.635000,46.0,4.0,HARD,20.0,1,False
0 days 02:48:01.009000,NOR,0 days 00:01:35.633000,47.0,4.0,HARD,21.0,1,False
0 days 02:49:36.686000,NOR,0 days 00:01:35.677000,48.0,4.0,HARD,22.0,1,False
0 days 02:51:12.040000,NOR,0 days 00:01:35.354000,49.0,4.0,HARD,23.0,1,False
0 days 02:52:47.308000,NOR,0 days 00:01:35.268000,50.0,4.0,HARD,24.0,1,False
0 days 02:54:22.494000,NOR,0 days 00:01:35.186000,51.0,4.0,HARD,25.0,1,True
0 days 02:55:58.326000,NOR,0 days 00:01:35.832000,52.0,4.0,HARD,26.0,1,False
0 days 02:57:34.047000,NOR,0 days 00:01:35.721000,53.0,4.0,HARD,27.0,1,False
0 days 01:04:58.451000,SAI,,1.0,1.0,MEDIUM,1.0,125,False
0 days 01:33:30.655000,SAI,,2.0,2.0,MEDIUM,1.0,1,False
0 days 01:36:17.912000,SAI,,3.0,2.0,MEDIUM,2.0,1,False
0 days 01:37:55.137000,SAI,0 days 00:01:37.225000,4.0,2.0,MEDIUM,3.0,1,True
0 days 01:39:32.459000,SAI,0 days 00:01:37.322000,5.0,2.0,MEDIUM,4.0,1,False
0 days 01:41:10.180000,SAI,0 days 00:01:37.721000,6.0,2.0,MEDIUM,5.0,1,False
0 days 01:42:47.936000,SAI,0 days 00:01:37.756000,7.0,2.0,MEDIUM,6.0,1,False
0 days 01:44:25.672000,SAI,0 days 00:01:37.736000,8.0,2.0,MEDIUM,7.0,1,False
0 days 01:46:03.652000,SAI,0 days 00:01:37.980000,9.0,2.0,MEDIUM,8.0,1,False
0 days 01:47:41.956000,SAI,0 days 00:01:38.304000,10.0,2.0,MEDIUM,9.0,1,False
0 days 01:49:20.229000,SAI,0 days 00:01:38.273000,11.0,2.0,MEDIUM,10.0,1,False
0 days 01:50:58.076000,SAI,0 days 00:01:37.847000,12.0,2.0,MEDIUM,11.0,1,False
0 days 01:52:36.409000,SAI,0 days 00:01:38.333000,13.0,2.0,MEDIUM,12.0,1,False
0 days 01:54:14.913000,SAI,0 days 00:01:38.504000,14.0,2.0,MEDIUM,13.0,1,False
0 days 01:55:55.352000,SAI,0 days 00:01:40.439000,15.0,2.0,MEDIUM,14.0,1,False
0 days 01:57:51.511000,SAI,0 days 00:01:56.159000,16.0,3.0,MEDIUM,2.0,1,False
0 days 01:59:27.980000,SAI,0 days 00:01:36.469000,17.0,3.0,MEDIUM,3.0,1,True
0 days 02:01:04.678000,SAI,0 days 00:01:36.698000,18.0,3.0,MEDIUM,4.0,1,False
0 days 02:02:42.464000,SAI,0 days 00:01:37.786000,19.0,3.0,MEDIUM,5.0,1,False
0 days 02:04:19.778000,SAI,0 days 00:01:37.314000,20.0,3.0,MEDIUM,6.0,1,False
0 days 02:05:57.773000,SAI,0 days 00:01:37.995000,21.0,3.0,MEDIUM,7.0,1,False
0 days 02:07:34.348000,SAI,0 days 00:01:36.575000,22.0,3.0,MEDIUM,8.0,1,False
0 days 02:09:11.127000,SAI,0 days 00:01:36.779000,23.0,3.0,MEDIUM,9.0,1,False
0 days 02:10:47.932000,SAI,0 days 00:01:36.805000,24.0,3.0,MEDIUM,10.0,1,False
0 days 02:12:24.877000,SAI,0 days 00:01:36.945000,25.0,3.0,MEDIUM,11.0,1,False
0 days 02:14:02.014000,SAI,0 days 00:01:37.137000,26.0,3.0,MEDIUM,12.0,1,False
0 days 02:15:39.082000,SAI,0 days 00:01:37.068000,27.0,3.0,MEDIUM,13.0,1,False
0 days 02:17:15.927000,SAI,0 days 00:01:36.845000,28.0,3.0,MEDIUM,14.0,1,False
0 days 02:18:53.103000,SAI,0 days 00:01:37.176000,29.0,3.0,MEDIUM,15.0,1,False
0 days 02:20:30.113000,SAI,0 days 00:01:37.010000,30.0,3.0,MEDIUM,16.0,1,False
0 days 02:22:07.014000,SAI,0 days 00:01:36.901000,31.0,3.0,MEDIUM,17.0,1,False
0 days 02:23:44.120000,SAI,0 days 00:01:37.106000,32.0,3.0,MEDIUM,18.0,1,False
0 days 02:25:21.353000,SAI,0 days 00:01:37.233000,33.0,3.0,MEDIUM,19.0,1,False
0 days 02:26:58.254000,SAI,0 days 00:01:36.901000,34.0,3.0,MEDIUM,20.0,1,False
0 days 02:28:35.202000,SAI,0 days 00:01:36.948000,35.0,3.0,MEDIUM,21.0,1,False
0 days 02:30:14.512000,SAI,0 days 00:01:39.310000,36.0,3.0,MEDIUM,22.0,1,False
0 days 02:32:09.575000,SAI,0 days 00:01:55.063000,37.0,4.0,HARD,1.0,1,False
0 days 02:33:43.570000,SAI,0 days 00:01:33.995000,38.0,4.0,HARD,2.0,1,True
0 days 02:35:17.989000,SAI,0 days 00:01:34.419000,39.0,4.0,HARD,3.0,1,False
0 days 02:36:52.385000,SAI,0 days 00:01:34.396000,40.0,4.0,HARD,4.0,1,False
0 days 02:38:27.248000,SAI,0 days 00:01:34.863000,41.0,4.0,HARD,5.0,1,False
0 days 02:40:02.541000,SAI,0 days 00:01:35.293000,42.0,4.0,HARD,6.0,12,False
0 days 02:41:37.291000,SAI,0 days 00:01:34.750000,43.0,4.0,HARD,7.0,1,False
0 days 02:43:11.627000,SAI,0 days 00:01:34.336000,44.0,4.0,HARD,8.0,1,False
0 days 02:44:46.633000,SAI,0 days 00:01:35.006000,45.0,4.0,HARD,9.0,1,False
0 days 02:46:20.474000,SAI,0 days 00:01:33.841000,46.0,4.0,HARD,10.0,1,True
0 days 02:47:55.537000,SAI,0 days 00:01:35.063000,47.0,4.0,HARD,11.0,1,False
0 days 02:49:30.499000,SAI,0 days 00:01:34.962000,48.0,4.0,HARD,12.0,1,False
0 days 02:51:05.251000,SAI,0 days 00:01:34.752000,49.0,4.0,HARD,13.0,1,False
0 days 02:52:39.887000,SAI,0 days 00:01:34.636000,50.0,4.0,HARD,14.0,1,False
0 days 02:54:14.764000,SAI,0 days 00:01:34.877000,51.0,4.0,HARD,15.0,1,False
0 days 02:55:49.967000,SAI,0 days 00:01:35.203000,52.0,4.0,HARD,16.0,1,False
0 days 02:57:25.191000,SAI,0 days 00:01:35.224000,53.0,4.0,HARD,17.0,1,False
0 days 01:05:01.370000,ALO,,1.0,1.0,SOFT,1.0,125,False
0 days 01:33:35.996000,ALO,,2.0,2.0,SOFT,2.0,1,False
0 days 01:36:18.510000,ALO,,3.0,2.0,SOFT,3.0,1,False
0 days 01:37:55.963000,ALO,0 days 00:01:37.453000,4.0,2.0,SOFT,4.0,1,True
0 days 01:39:33.495000,ALO,0 days 00:01:37.532000,5.0,2.0,SOFT,5.0,1,False
0 days 01:41:11.356000,ALO,0 days 00:01:37.861000,6.0,2.0,SOFT,6.0,1,False
0 days 01:42:49.559000,ALO,0 days 00:01:38.203000,7.0,2.0,SOFT,7.0,1,False
0 days 01:44:28.020000,ALO,0 days 00:01:38.461000,8.0,2.0,SOFT,8.0,1,False
0 days 01:46:06.904000,ALO,0 days 00:01:38.884000,9.0,2.0,SOFT,9.0,1,False
0 days 01:47:45.685000,ALO,0 days 00:01:38.781000,10.0,2.0,SOFT,10.0,1,False
0 days 01:49:24.628000,ALO,0 days 00:01:38.943000,11.0,2.0,SOFT,11.0,1,False
0 days 01:51:03.372000,ALO,0 days 00:01:38.744000,12.0,2.0,SOFT,12.0,1,False
0 days 01:52:44.188000,ALO,0 days 00:01:40.816000,13.0,2.0,SOFT,13.0,1,False
0 days 01:54:40.732000,ALO,0 days 00:01:56.544000,14.0,3.0,MEDIUM,1.0,1,False
0 days 01:56:18.185000,ALO,0 days 00:01:37.453000,15.0,3.0,MEDIUM,2.0,1,False
0 days 01:57:55.206000,ALO,0 days 00:01:37.021000,16.0,3.0,MEDIUM,3.0,1,True
0 days 01:59:32.205000,ALO,0 days 00:01:36.999000,17.0,3.0,MEDIUM,4.0,1,True
0 days 02:01:09.236000,ALO,0 days 00:01:37.031000,18.0,3.0,MEDIUM,5.0,1,False
0 days 02:02:46.057000,ALO,0 days 00:01:36.821000,19.0,3.0,MEDIUM,6.0,1,True
0 days 02:04:23.672000,ALO,0 days 00:01:37.615000,20.0,3.0,MEDIUM,7.0,1,False
0 days 02:06:01.237000,ALO,0 days 00:01:37.565000,21.0,3.0,MEDIUM,8.0,1,False
0 days 02:07:38.958000,ALO,0 days 00:01:37.721000,22.0,3.0,MEDIUM,9.0,1,False
0 days 02:09:16.598000,ALO,0 days 00:01:37.640000,23.0,3.0,MEDIUM,10.0,1,False
0 days 02:10:54.033000,ALO,0 days 00:01:37.435000,24.0,3.0,MEDIUM,11.0,1,False
0 days 02:12:31.456000,ALO,0 days 00:01:37.423000,25.0,3.0,MEDIUM,12.0,1,False
0 days 02:14:08.745000,ALO,0 days 00:01:37.289000,26.0,3.0,MEDIUM,13.0,1,False
0 days 02:15:46.104000,ALO,0 days 00:01:37.359000,27.0,3.0,MEDIUM,14.0,1,False
0 days 02:17:23.445000,ALO,0 days 00:01:37.341000,28.0,3.0,MEDIUM,15.0,1,False
0 days 02:19:01.227000,ALO,0 days 00:01:37.782000,29.0,3.0,MEDIUM,16.0,1,False
0 days 02:20:38.870000,ALO,0 days 00:01:37.643000,30.0,3.0,MEDIUM,17.0,1,False
0 days 02:22:16.321000,ALO,0 days 00:01:37.451000,31.0,3.0,MEDIUM,18.0,1,False
0 days 02:23:53.956000,ALO,0 days 00:01:37.635000,32.0,3.0,MEDIUM,19.0,1,False
0 days 02:25:33.750000,ALO,0 days 00:01:39.794000,33.0,3.0,MEDIUM,20.0,1,False
0 days 02:27:28.793000,ALO,0 days 00:01:55.043000,34.0,4.0,HARD,1.0,1,False
0 days 02:29:04.564000,ALO,0 days 00:01:35.771000,35.0,4.0,HARD,2.0,1,True
0 days 02:30:39.917000,ALO,0 days 00:01:35.353000,36.0,4.0,HARD,3.0,1,True
0 days 02:32:15.298000,ALO,0 days 00:01:35.381000,37.0,4.0,HARD,4.0,1,False
0 days 02:33:50.785000,ALO,0 days 00:01:35.487000,38.0,4.0,HARD,5.0,1,False
0 days 02:35:26.755000,ALO,0 days 00:01:35.970000,39.0,4.0,HARD,6.0,1,False
0 days 02:37:02.563000,ALO,0 days 00:01:35.808000,40.0,4.0,HARD,7.0,1,False
0 days 02:38:38.137000,ALO,0 days 00:01:35.574000,41.0,4.0,HARD,8.0,1,False
0 days 02:40:15.429000,ALO,0 days 00:01:37.292000,42.0,4.0,HARD,9.0,12,False
0 days 02:41:51.521000,ALO,0 days 00:01:36.092000,43.0,4.0,HARD,10.0,1,False
0 days 02:43:27.136000,ALO,0 days 00:01:35.615000,44.0,4.0,HARD,11.0,1,False
0 days 02:45:02.772000,ALO,0 days 00:01:35.636000,45.0,4.0,HARD,12.0,1,False
0 days 02:46:38.599000,ALO,0 days 00:01:35.827000,46.0,4.0,HARD,13.0,1,False
0 days 02:48:14.461000,ALO,0 days 00:01:35.862000,47.0,4.0,HARD,14.0,1,False
0 days 02:49:50.322000,ALO,0 days 00:01:35.861000,48.0,4.0,HARD,15.0,1,False
0 days 02:51:26.153000,ALO,0 days 00:01:35.831000,49.0,4.0,HARD,16.0,1,False
0 days 02:53:02.161000,ALO,0 days 00:01:36.008000,50.0,4.0,HARD,17.0,1,False
0 days 02:54:38.230000,ALO,0 days 00:01:36.069000,51.0,4.0,HARD,18.0,1,False
0 days 02:56:13.863000,ALO,0 days 00:01:35.633000,52.0,4.0,HARD,19.0,1,False
0 days 02:57:48.589000,ALO,0 days 00:01:34.726000,53.0,4.0,HARD,20.0,1,True
0 days 01:05:05.135000,PIA,,1.0,1.0,MEDIUM,1.0,125,False
0 days 01:33:39.401000,PIA,,2.0,2.0,MEDIUM,2.0,1,False
0 days 01:36:19.331000,PIA,,3.0,2.0,MEDIUM,3.0,1,False
0 days 01:37:57.065000,PIA,0 days 00:01:37.734000,4.0,2.0,MEDIUM,4.0,1,True
0 days 01:39:34.696000,PIA,0 days 00:01:37.631000,5.0,2.0,MEDIUM,5.0,1,True
0 days 01:41:12.837000,PIA,0 days 00:01:38.141000,6.0,2.0,MEDIUM,6.0,1,False
0 days 01:42:51.028000,PIA,0 days 00:01:38.191000,7.0,2.0,MEDIUM,7.0,1,False
0 days 01:44:29.250000,PIA,0 days 00:01:38.222000,8.0,2.0,MEDIUM,8.0,1,False
0 days 01:46:07.750000,PIA,0 days 00:01:38.500000,9.0,2.0,MEDIUM,9.0,1,False
0 days 01:47:46.761000,PIA,0 days 00:01:39.011000,10.0,2.0,MEDIUM,10.0,1,False
