Time,Driver,LapTime,LapNumber,Stint,Compound,TyreLife,TrackStatus,IsPersonalBest,LapTime_Seconds,RollingAvgLapTime,BaselineLapTime,LapTimeDelta,DegradationRate,AirTemp,TrackTemp,Humidity,WindSpeed
0 days 01:55:39.665000,ALO,0 days 00:01:29.869000,35.0,2.0,HARD,24.0,1,False,89.869,90.05966666666666,90.30799999999999,-0.43899999999999295,-0.015000000000000568,26.6,31.7,51.0,1.5
0 days 01:55:43.046000,HAM,0 days 00:01:31.324000,35.0,2.0,HARD,20.0,1,False,91.324,90.29566666666666,89.657,1.6670000000000016,1.5349999999999966,26.6,31.7,51.0,1.5
0 days 01:55:43.761000,TSU,0 days 00:01:29.773000,35.0,2.0,HARD,13.0,1,False,89.773,89.836,89.94200000000001,-0.16900000000001114,-0.20300000000000296,26.6,31.7,51.0,1.5
0 days 01:55:47.220000,STR,0 days 00:01:29.902000,35.0,2.0,HARD,14.0,1,False,89.902,89.98366666666665,90.191,-0.2890000000000015,-0.018999999999991246,26.6,31.7,51.0,1.5
0 days 01:55:47.522000,RUS,0 days 00:01:49.329000,35.0,3.0,HARD,1.0,1,False,109.32900000000001,96.628,89.194,20.135000000000005,,26.6,31.7,51.0,1.5
0 days 01:55:48.377000,NOR,0 days 00:01:28.736000,35.0,3.0,HARD,2.0,1,True,88.736,95.95933333333333,89.596,-0.8599999999999994,-18.961,26.6,31.7,51.0,1.5
0 days 01:55:52.223000,OCO,0 days 00:01:30.474000,35.0,2.0,HARD,20.0,1,False,90.474,90.25033333333333,90.128,0.34600000000000364,0.4410000000000025,26.6,31.7,51.0,1.5
0 days 01:55:54.171000,SAI,0 days 00:01:29.494000,35.0,2.0,HARD,12.0,1,True,89.494,89.64266666666667,89.977,-0.4830000000000041,-0.18000000000000682,26.6,31.7,51.0,1.5
0 days 01:56:05.171000,ALB,0 days 00:01:29.987000,35.0,2.0,HARD,19.0,1,True,89.987,90.15333333333332,90.53999999999999,-0.5529999999999973,-0.03900000000000148,26.6,31.7,51.0,1.5
0 days 01:56:09.320000,ZHO,0 days 00:01:30.594000,35.0,2.0,HARD,22.0,1,False,90.594,90.793,90.973,-0.3790000000000049,-0.3470000000000084,26.6,31.7,51.0,1.5
0 days 01:56:10.414000,SAR,0 days 00:01:30.545000,35.0,2.0,HARD,20.0,1,False,90.545,90.73066666666666,90.406,0.1389999999999958,-0.22400000000000375,26.6,31.7,51.0,1.5
0 days 01:56:11.003000,RIC,0 days 00:01:29.814000,35.0,3.0,HARD,4.0,1,False,89.814,89.58233333333334,90.531,-0.717000000000013,0.22999999999998977,26.6,31.7,51.0,1.5
0 days 01:56:16.107000,GAS,0 days 00:01:29.016000,35.0,3.0,HARD,3.0,1,True,89.01599999999999,96.48933333333332,90.01,-0.994000000000014,-0.13500000000000512,26.6,31.7,51.0,1.5
0 days 01:56:26.054000,HUL,0 days 00:01:30.498000,35.0,3.0,HARD,2.0,1,False,90.498,97.717,89.462,1.0360000000000014,-19.700000000000003,26.6,31.7,51.0,1.5
0 days 01:56:28.210000,BOT,0 days 00:01:30.401000,35.0,2.0,MEDIUM,6.0,1,False,90.401,90.49899999999998,90.473,-0.07200000000000273,-0.07200000000000273,26.6,31.7,51.0,1.5
0 days 01:56:29.919000,MAG,0 days 00:01:30.413000,35.0,3.0,HARD,13.0,1,False,90.413,90.43400000000001,90.691,-0.2780000000000058,-0.03900000000000148,26.6,31.7,51.0,1.5
0 days 01:56:44.106000,VER,0 days 00:01:28.902000,36.0,2.0,HARD,20.0,1,True,88.902,89.04233333333333,89.127,-0.22499999999999432,-0.2459999999999951,26.7,31.4,51.0,1.6
0 days 01:57:00.224000,PER,0 days 00:01:28.928000,36.0,2.0,HARD,19.0,1,True,88.928,89.16233333333332,89.719,-0.7909999999999968,-0.3149999999999977,26.7,31.4,51.0,1.6
0 days 01:57:08.950000,PIA,0 days 00:01:31.580000,36.0,2.0,HARD,23.0,1,False,91.58,90.42633333333333,90.438,1.141999999999996,1.7219999999999942,26.7,31.4,51.0,1.6
0 days 01:57:11.713000,ALO,0 days 00:01:32.048000,36.0,2.0,HARD,25.0,1,False,92.048,90.60033333333332,90.30799999999999,1.740000000000009,2.179000000000002,26.7,31.4,51.0,1.6
0 days 01:57:13.401000,TSU,0 days 00:01:29.640000,36.0,2.0,HARD,14.0,1,True,89.64,89.79633333333334,89.94200000000001,-0.3020000000000067,-0.13299999999999557,26.7,31.4,51.0,1.6
0 days 01:57:14.965000,LEC,0 days 00:01:48.820000,36.0,3.0,HARD,1.0,1,False,108.82,96.57000000000001,88.54599999999999,20.274,,26.7,31.4,51.0,1.6
0 days 01:57:16.209000,RUS,0 days 00:01:28.687000,36.0,3.0,HARD,2.0,1,True,88.687,96.32600000000001,89.194,-0.507000000000005,-20.64200000000001,26.7,31.4,51.0,1.6
0 days 01:57:17.706000,STR,0 days 00:01:30.486000,36.0,2.0,HARD,15.0,1,False,90.486,90.103,90.191,0.2950000000000017,0.5840000000000032,26.7,31.4,51.0,1.6
0 days 01:57:18.258000,NOR,0 days 00:01:29.881000,36.0,3.0,HARD,3.0,1,False,89.881,95.438,89.596,0.2849999999999966,1.144999999999996,26.7,31.4,51.0,1.6
0 days 01:57:22.845000,OCO,0 days 00:01:30.622000,36.0,2.0,HARD,21.0,1,False,90.622,90.37633333333333,90.128,0.4939999999999998,0.14799999999999613,26.7,31.4,51.0,1.6
