Driver,LapNumber,LapTime_Seconds,Compound,TyreLife,Stint,TrackTemp,AirTemp,Race
NOR,44.0,90.786,HARD,11.0,2.0,29.8,21.5,2023_Britain
SAI,58.0,78.623,HARD,17.0,3.0,31.75,22.2,2023_Spain
OCO,42.0,93.633,HARD,35.0,2.0,31.5,25.5,2024_Saudi_Arabia
ALO,27.0,110.392,SOFT,4.0,3.0,29.9,18.7,2024_China
SAI,23.0,70.005,MEDIUM,8.0,3.0,32.0,22.5,2023_Austria
ALB,24.0,89.99,HARD,12.0,2.0,31.3,26.8,2024_Abu_Dhabi
STR,43.0,88.804,HARD,11.0,3.0,31.3,26.8,2024_Abu_Dhabi
SAR,73.0,87.137,INTERMEDIATE,21.0,4.0,39.5,25.3,2023_Monaco
SAI,68.0,93.322,INTERMEDIATE,13.0,3.0,39.5,25.3,2023_Monaco
PIA,7.0,82.877,MEDIUM,7.0,1.0,38.55,20.7,2024_Australia
LEC,40.0,88.565,HARD,20.0,2.0,31.3,26.8,2024_Abu_Dhabi
GAS,41.0,80.2,MEDIUM,40.0,2.0,47.25,21.6,2024_Monaco
TSU,31.0,97.813,HARD,5.0,3.0,30.6,27.1,2023_Bahrain
GAS,8.0,89.732,MEDIUM,8.0,1.0,31.3,26.8,2024_Abu_Dhabi
ALO,7.0,98.008,SOFT,10.0,1.0,23.5,18.2,2024_Bahrain
HUL,63.0,97.973,WET,4.0,4.0,39.5,25.3,2023_Monaco
HUL,3.0,115.176,MEDIUM,3.0,1.0,28.2,17.9,2023_Belgium
NOR,24.0,112.859,SOFT,7.0,3.0,28.2,17.9,2023_Belgium
BOT,34.0,97.774,HARD,5.0,3.0,30.6,27.1,2023_Bahrain
ALO,47.0,84.11,HARD,4.0,3.0,48.650000000000006,29.0,2023_Hungary
NOR,17.0,94.304,MEDIUM,17.0,1.0,25.4,15.9,2024_Britain
PER,47.0,90.795,MEDIUM,10.0,4.0,25.4,15.9,2024_Britain
ALB,7.0,71.073,MEDIUM,7.0,2.0,32.0,22.5,2023_Austria
ALO,36.0,90.419,HARD,24.0,2.0,31.3,26.8,2024_Abu_Dhabi
SAR,6.0,83.637,SOFT,6.0,1.0,41.150000000000006,24.1,2024_Spain
OCO,37.0,102.235,INTERMEDIATE,11.0,4.0,25.4,15.9,2024_Britain
ALO,14.0,94.837,MEDIUM,14.0,1.0,31.6,26.0,2023_Saudi_Arabia
NOR,27.0,107.513,HARD,1.0,2.0,31.3,26.8,2024_Abu_Dhabi
ALB,18.0,95.608,HARD,11.0,2.0,31.5,25.5,2024_Saudi_Arabia
SAI,12.0,79.974,HARD,11.0,2.0,47.25,21.6,2024_Monaco
PIA,61.0,83.747,MEDIUM,22.0,3.0,48.650000000000006,29.0,2023_Hungary
VER,10.0,70.596,MEDIUM,10.0,1.0,46.5,29.5,2024_Austria
VER,8.0,95.129,MEDIUM,8.0,1.0,31.6,26.0,2023_Saudi_Arabia
VER,27.0,79.694,MEDIUM,10.0,2.0,41.150000000000006,24.1,2024_Spain
MAG,51.0,70.848,HARD,13.0,3.0,46.5,29.5,2024_Austria
HUL,9.0,89.959,MEDIUM,9.0,1.0,31.3,26.8,2024_Abu_Dhabi
SAI,41.0,83.876,HARD,20.0,2.0,45.1,28.9,2024_Hungary
PIA,10.0,84.729,MEDIUM,12.0,1.0,48.650000000000006,29.0,2023_Hungary
MAG,14.0,88.329,MEDIUM,14.0,1.0,48.650000000000006,29.0,2023_Hungary
LEC,9.0,93.087,MEDIUM,9.0,1.0,29.8,21.5,2023_Britain
RUS,10.0,97.943,HARD,3.0,2.0,31.5,25.5,2024_Saudi_Arabia
ZHO,13.0,72.211,HARD,13.0,1.0,46.5,29.5,2024_Austria
MAG,8.0,86.095,MEDIUM,8.0,1.0,48.650000000000006,29.0,2023_Hungary
LEC,4.0,79.468,HARD,4.0,1.0,39.5,25.3,2023_Monaco
PER,44.0,96.978,HARD,10.0,3.0,30.6,27.1,2023_Bahrain
ALO,44.0,111.552,SOFT,15.0,3.0,28.2,17.9,2023_Belgium
LEC,13.0,102.079,MEDIUM,13.0,1.0,29.9,18.7,2024_China
LEC,29.0,69.96,MEDIUM,14.0,3.0,32.0,22.5,2023_Austria
RUS,62.0,82.162,HARD,9.0,3.0,45.1,28.9,2024_Hungary
SAI,32.0,81.205,HARD,16.0,2.0,38.55,20.7,2024_Australia
MAG,4.0,104.116,HARD,4.0,1.0,29.9,18.7,2024_China
VER,46.0,92.889,HARD,39.0,2.0,31.5,25.5,2024_Saudi_Arabia
ALB,33.0,81.221,HARD,17.0,2.0,31.75,22.2,2023_Spain
MAG,54.0,84.029,HARD,20.0,3.0,45.1,28.9,2024_Hungary
ALB,65.0,85.075,HARD,36.0,3.0,45.1,28.9,2024_Hungary
VER,20.0,97.108,MEDIUM,20.0,1.0,25.4,15.9,2024_Britain
TSU,34.0,84.094,HARD,5.0,2.0,45.1,28.9,2024_Hungary
BOT,53.0,81.82,HARD,17.0,3.0,38.55,20.7,2024_Australia
ZHO,56.0,79.544,HARD,15.0,3.0,41.150000000000006,24.1,2024_Spain
NOR,15.0,96.912,HARD,2.0,2.0,23.5,18.2,2024_Bahrain
RUS,13.0,90.816,MEDIUM,13.0,1.0,32.8,26.9,2023_Abu_Dhabi
HUL,46.0,92.584,SOFT,14.0,3.0,29.8,21.5,2023_Britain
HAM,11.0,85.153,MEDIUM,14.0,1.0,48.650000000000006,29.0,2023_Hungary
ZHO,29.0,82.602,HARD,24.0,2.0,38.55,20.7,2024_Australia
SAI,37.0,100.432,INTERMEDIATE,11.0,2.0,25.4,15.9,2024_Britain
COL,2.0,122.028,MEDIUM,2.0,1.0,31.3,26.8,2024_Abu_Dhabi
SAI,31.0,94.104,HARD,16.0,2.0,31.6,26.0,2023_Saudi_Arabia
HAM,38.0,93.653,MEDIUM,20.0,2.0,31.6,26.0,2023_Saudi_Arabia
LEC,43.0,89.748,SOFT,6.0,4.0,25.4,15.9,2024_Britain
ALO,55.0,69.338,MEDIUM,11.0,4.0,32.0,22.5,2023_Austria
TSU,57.0,70.279,MEDIUM,14.0,5.0,32.0,22.5,2023_Austria
BOT,23.0,85.409,HARD,7.0,2.0,45.1,28.9,2024_Hungary
VER,23.0,78.979,MEDIUM,22.0,2.0,47.25,21.6,2024_Monaco
GAS,36.0,101.311,HARD,13.0,3.0,29.9,18.7,2024_China
LEC,54.0,80.32,HARD,20.0,3.0,38.55,20.7,2024_Australia
SAR,5.0,82.869,SOFT,5.0,1.0,41.150000000000006,24.1,2024_Spain
TSU,33.0,145.863,SOFT,1.0,3.0,29.8,21.5,2023_Britain
SAR,24.0,98.094,HARD,2.0,3.0,39.0,22.1,2024_Japan
BOT,24.0,93.464,HARD,24.0,1.0,29.8,21.5,2023_Britain
NOR,58.0,69.161,MEDIUM,7.0,3.0,46.5,29.5,2024_Austria
RUS,19.0,84.874,HARD,19.0,1.0,45.1,28.9,2024_Hungary
HUL,50.0,78.855,MEDIUM,7.0,4.0,31.75,22.2,2023_Spain
BOT,31.0,80.47,HARD,3.0,3.0,41.150000000000006,24.1,2024_Spain
PER,47.0,96.661,HARD,13.0,3.0,30.6,27.1,2023_Bahrain
MAG,38.0,123.931,SOFT,1.0,3.0,25.4,15.9,2024_Britain
NOR,11.0,101.828,MEDIUM,11.0,1.0,29.9,18.7,2024_China
HAM,25.0,94.734,MEDIUM,7.0,2.0,31.6,26.0,2023_Saudi_Arabia
MAG,38.0,96.042,HARD,6.0,3.0,23.5,18.2,2024_Bahrain
STR,69.0,70.935,HARD,27.0,3.0,46.5,29.5,2024_Austria
ZHO,52.0,79.908,HARD,11.0,3.0,41.150000000000006,24.1,2024_Spain
SAI,26.0,94.415,HARD,11.0,2.0,31.6,26.0,2023_Saudi_Arabia
STR,2.0,115.392,MEDIUM,2.0,1.0,32.0,22.5,2023_Austria
PIA,61.0,79.078,MEDIUM,22.0,3.0,31.75,22.2,2023_Spain
GAS,20.0,98.036,HARD,8.0,2.0,23.5,18.2,2024_Bahrain
HUL,41.0,82.016,HARD,6.0,3.0,38.55,20.7,2024_Australia
RIC,35.0,86.798,MEDIUM,9.0,3.0,48.650000000000006,29.0,2023_Hungary
OCO,21.0,116.379,MEDIUM,15.0,2.0,28.2,17.9,2023_Belgium
PIA,7.0,84.11,MEDIUM,7.0,1.0,45.1,28.9,2024_Hungary
ZHO,5.0,104.018,MEDIUM,5.0,1.0,29.9,18.7,2024_China
BOT,30.0,80.866,HARD,25.0,2.0,31.75,22.2,2023_Spain
BOT,52.0,77.202,HARD,38.0,3.0,47.25,21.6,2024_Monaco
ALO,12.0,81.291,SOFT,15.0,1.0,31.75,22.2,2023_Spain
BOT,62.0,80.876,HARD,34.0,3.0,41.150000000000006,24.1,2024_Spain
HUL,51.0,95.853,HARD,18.0,4.0,39.0,22.1,2024_Japan
ALO,6.0,98.053,SOFT,9.0,1.0,23.5,18.2,2024_Bahrain
SAR,42.0,96.037,SOFT,2.0,4.0,30.6,27.1,2023_Bahrain
PER,47.0,82.872,MEDIUM,8.0,3.0,48.650000000000006,29.0,2023_Hungary
STR,2.0,99.892,SOFT,5.0,1.0,30.6,27.1,2023_Bahrain
NOR,2.0,103.07,SOFT,2.0,1.0,31.6,26.0,2023_Saudi_Arabia
LEC,27.0,115.623,HARD,1.0,3.0,39.0,22.1,2024_Japan
MAG,2.0,115.592,SOFT,2.0,1.0,28.2,17.9,2023_Belgium
ALB,17.0,85.944,HARD,11.0,2.0,45.1,28.9,2024_Hungary
RUS,63.0,76.581,MEDIUM,62.0,2.0,47.25,21.6,2024_Monaco
PIA,43.0,78.148,HARD,43.0,1.0,39.5,25.3,2023_Monaco
HAM,25.0,99.313,MEDIUM,1.0,2.0,31.75,22.2,2023_Spain
LEC,33.0,93.787,HARD,17.0,2.0,31.6,26.0,2023_Saudi_Arabia
ALB,22.0,80.494,SOFT,4.0,2.0,41.150000000000006,24.1,2024_Spain
SAI,11.0,103.299,MEDIUM,11.0,1.0,29.9,18.7,2024_China
OCO,19.0,101.731,SOFT,19.0,1.0,25.4,15.9,2024_Britain
LEC,12.0,81.561,SOFT,12.0,1.0,41.150000000000006,24.1,2024_Spain
LEC,11.0,102.128,MEDIUM,11.0,1.0,29.9,18.7,2024_China
NOR,17.0,98.388,HARD,4.0,2.0,38.55,20.7,2024_Australia
ALB,34.0,105.216,INTERMEDIATE,7.0,2.0,25.4,15.9,2024_Britain
RUS,48.0,88.53,HARD,14.0,3.0,32.8,26.9,2023_Abu_Dhabi
VER,5.0,89.813,MEDIUM,5.0,1.0,31.3,26.8,2024_Abu_Dhabi
VER,44.0,99.305,HARD,21.0,3.0,29.9,18.7,2024_China
LEC,50.0,95.274,HARD,24.0,3.0,39.0,22.1,2024_Japan
SAI,49.0,82.097,MEDIUM,2.0,3.0,45.1,28.9,2024_Hungary
ALO,46.0,92.641,HARD,40.0,2.0,31.5,25.5,2024_Saudi_Arabia
PIA,60.0,78.129,SOFT,17.0,3.0,41.150000000000006,24.1,2024_Spain
LEC,5.0,70.416,MEDIUM,5.0,2.0,32.0,22.5,2023_Austria
ALB,38.0,84.148,HARD,9.0,3.0,45.1,28.9,2024_Hungary
STR,32.0,131.273,SOFT,4.0,2.0,29.8,21.5,2023_Britain
ALO,44.0,71.365,HARD,10.0,3.0,46.5,29.5,2024_Austria
VER,19.0,84.396,MEDIUM,22.0,1.0,48.650000000000006,29.0,2023_Hungary
SAI,61.0,70.515,HARD,16.0,4.0,32.0,22.5,2023_Austria
STR,62.0,79.081,HARD,28.0,3.0,31.75,22.2,2023_Spain
RUS,35.0,93.081,HARD,28.0,2.0,31.5,25.5,2024_Saudi_Arabia
SAR,14.0,99.713,HARD,13.0,2.0,39.0,22.1,2024_Japan
DEV,18.0,81.221,HARD,9.0,2.0,31.75,22.2,2023_Spain
TSU,21.0,93.724,MEDIUM,21.0,1.0,25.4,15.9,2024_Britain
GAS,39.0,89.321,HARD,25.0,2.0,31.3,26.8,2024_Abu_Dhabi
ZHO,43.0,78.979,HARD,2.0,3.0,41.150000000000006,24.1,2024_Spain
ZHO,32.0,71.643,HARD,24.0,3.0,32.0,22.5,2023_Austria
MAG,40.0,82.531,HARD,16.0,3.0,31.75,22.2,2023_Spain
LEC,47.0,100.316,HARD,26.0,2.0,29.9,18.7,2024_China
ALB,65.0,95.42,INTERMEDIATE,13.0,3.0,39.5,25.3,2023_Monaco
LEC,4.0,85.239,MEDIUM,7.0,1.0,48.650000000000006,29.0,2023_Hungary
LEC,25.0,83.071,HARD,2.0,2.0,45.1,28.9,2024_Hungary
SAR,12.0,92.748,MEDIUM,12.0,1.0,25.4,15.9,2024_Britain
SAI,53.0,69.175,HARD,8.0,4.0,32.0,22.5,2023_Austria
NOR,51.0,88.526,HARD,18.0,3.0,32.8,26.9,2023_Abu_Dhabi
ZHO,64.0,102.573,INTERMEDIATE,12.0,3.0,39.5,25.3,2023_Monaco
STR,45.0,83.877,HARD,15.0,3.0,48.650000000000006,29.0,2023_Hungary
LEC,30.0,70.401,MEDIUM,14.0,3.0,46.5,29.5,2024_Austria
RUS,13.0,114.611,MEDIUM,13.0,1.0,28.2,17.9,2023_Belgium
MAG,46.0,83.991,HARD,12.0,3.0,45.1,28.9,2024_Hungary
OCO,41.0,83.162,HARD,25.0,3.0,38.55,20.7,2024_Australia
SAR,14.0,86.379,SOFT,14.0,1.0,41.150000000000006,24.1,2024_Spain
MAG,32.0,80.401,HARD,8.0,3.0,31.75,22.2,2023_Spain
NOR,63.0,70.234,MEDIUM,12.0,3.0,46.5,29.5,2024_Austria
VER,74.0,86.864,INTERMEDIATE,19.0,2.0,39.5,25.3,2023_Monaco
LEC,50.0,71.739,MEDIUM,18.0,4.0,46.5,29.5,2024_Austria
MAG,27.0,90.623,HARD,15.0,2.0,31.3,26.8,2024_Abu_Dhabi
PIA,31.0,90.169,HARD,27.0,2.0,31.3,26.8,2024_Abu_Dhabi
TSU,42.0,94.056,HARD,25.0,2.0,31.6,26.0,2023_Saudi_Arabia
LEC,43.0,80.853,HARD,9.0,3.0,38.55,20.7,2024_Australia
TSU,50.0,79.553,HARD,50.0,2.0,47.25,21.6,2024_Monaco
RUS,37.0,82.408,HARD,29.0,2.0,38.55,20.7,2024_Australia
MAG,8.0,94.427,MEDIUM,8.0,1.0,29.8,21.5,2023_Britain
PIA,33.0,79.06,HARD,33.0,2.0,47.25,21.6,2024_Monaco
ALO,43.0,80.13,SOFT,27.0,2.0,31.75,22.2,2023_Spain
GAS,32.0,101.728,MEDIUM,16.0,3.0,39.0,22.1,2024_Japan
ALB,30.0,89.835,HARD,18.0,2.0,31.3,26.8,2024_Abu_Dhabi
ALO,31.0,80.642,MEDIUM,31.0,2.0,47.25,21.6,2024_Monaco
ALB,2.0,84.536,MEDIUM,2.0,1.0,38.55,20.7,2024_Australia
STR,34.0,85.2,SOFT,23.0,2.0,31.75,22.2,2023_Spain
TSU,9.0,118.292,MEDIUM,9.0,1.0,28.2,17.9,2023_Belgium
MAG,35.0,80.085,HARD,11.0,3.0,31.75,22.2,2023_Spain
SAI,61.0,79.046,HARD,60.0,2.0,47.25,21.6,2024_Monaco
OCO,24.0,94.882,HARD,8.0,2.0,31.6,26.0,2023_Saudi_Arabia
BOT,19.0,115.77,MEDIUM,2.0,3.0,31.6,26.0,2023_Saudi_Arabia
HAM,35.0,83.851,HARD,19.0,2.0,48.650000000000006,29.0,2023_Hungary
HAM,2.0,91.727,MEDIUM,2.0,1.0,32.8,26.9,2023_Abu_Dhabi
TSU,41.0,93.731,HARD,34.0,2.0,31.5,25.5,2024_Saudi_Arabia
BOT,4.0,71.571,MEDIUM,4.0,1.0,46.5,29.5,2024_Austria
ALO,66.0,79.481,HARD,22.0,3.0,31.75,22.2,2023_Spain
TSU,5.0,98.321,SOFT,5.0,1.0,23.5,18.2,2024_Bahrain
SAI,40.0,91.783,HARD,14.0,2.0,29.8,21.5,2023_Britain
RIC,54.0,83.2,HARD,26.0,3.0,45.1,28.9,2024_Hungary
PER,42.0,99.657,HARD,8.0,3.0,30.6,27.1,2023_Bahrain
LEC,17.0,95.28,MEDIUM,17.0,1.0,25.4,15.9,2024_Britain
ALO,11.0,75.343,MEDIUM,14.0,1.0,46.5,29.5,2024_Austria
NOR,23.0,89.262,MEDIUM,23.0,1.0,31.3,26.8,2024_Abu_Dhabi
HAM,45.0,70.105,MEDIUM,3.0,4.0,32.0,22.5,2023_Austria
BOT,62.0,71.987,HARD,22.0,4.0,32.0,22.5,2023_Austria
SAR,19.0,81.554,MEDIUM,5.0,2.0,41.150000000000006,24.1,2024_Spain
PIA,63.0,76.921,HARD,63.0,2.0,47.25,21.6,2024_Monaco
MAG,24.0,93.625,MEDIUM,24.0,1.0,25.4,15.9,2024_Britain
TSU,24.0,79.314,MEDIUM,24.0,1.0,39.5,25.3,2023_Monaco
RIC,24.0,80.348,HARD,24.0,2.0,47.25,21.6,2024_Monaco
OCO,8.0,100.009,HARD,7.0,2.0,39.0,22.1,2024_Japan
PIA,33.0,97.088,HARD,21.0,2.0,23.5,18.2,2024_Bahrain
GAS,64.0,78.868,MEDIUM,63.0,2.0,47.25,21.6,2024_Monaco
BOT,34.0,96.148,MEDIUM,17.0,3.0,31.6,26.0,2023_Saudi_Arabia
NOR,21.0,103.566,MEDIUM,21.0,1.0,29.9,18.7,2024_China
ZHO,55.0,100.785,SOFT,15.0,4.0,29.9,18.7,2024_China
PER,40.0,79.367,MEDIUM,9.0,3.0,41.150000000000006,24.1,2024_Spain
BOT,31.0,79.021,HARD,31.0,1.0,39.5,25.3,2023_Monaco
RUS,74.0,75.376,MEDIUM,73.0,2.0,47.25,21.6,2024_Monaco
VER,30.0,95.771,HARD,13.0,2.0,23.5,18.2,2024_Bahrain
ALO,47.0,99.963,MEDIUM,4.0,4.0,29.9,18.7,2024_China
RUS,30.0,101.237,INTERMEDIATE,3.0,2.0,25.4,15.9,2024_Britain
PER,9.0,85.307,HARD,12.0,1.0,48.650000000000006,29.0,2023_Hungary
SAR,11.0,93.925,MEDIUM,11.0,1.0,29.8,21.5,2023_Britain
NOR,49.0,79.826,MEDIUM,27.0,3.0,31.75,22.2,2023_Spain
LEC,17.0,112.243,MEDIUM,4.0,2.0,28.2,17.9,2023_Belgium
TSU,3.0,81.587,SOFT,3.0,1.0,31.75,22.2,2023_Spain
SAR,55.0,96.209,SOFT,15.0,4.0,23.5,18.2,2024_Bahrain
RIC,15.0,81.177,HARD,15.0,2.0,47.25,21.6,2024_Monaco
PER,5.0,94.073,MEDIUM,5.0,1.0,29.8,21.5,2023_Britain
STR,54.0,89.568,HARD,22.0,3.0,31.3,26.8,2024_Abu_Dhabi
ALO,12.0,94.927,MEDIUM,12.0,1.0,31.6,26.0,2023_Saudi_Arabia
HUL,6.0,115.923,MEDIUM,6.0,1.0,28.2,17.9,2023_Belgium
BOT,12.0,72.125,HARD,12.0,2.0,32.0,22.5,2023_Austria
GAS,59.0,70.922,MEDIUM,17.0,3.0,46.5,29.5,2024_Austria
RUS,21.0,78.086,HARD,21.0,1.0,39.5,25.3,2023_Monaco
TSU,14.0,98.742,HARD,4.0,2.0,30.6,27.1,2023_Bahrain
ALB,18.0,71.726,HARD,4.0,3.0,32.0,22.5,2023_Austria
OCO,57.0,70.09,HARD,17.0,4.0,32.0,22.5,2023_Austria
SAI,58.0,88.031,HARD,33.0,2.0,31.3,26.8,2024_Abu_Dhabi
BOT,39.0,81.646,HARD,3.0,3.0,38.55,20.7,2024_Australia
HAM,22.0,77.393,MEDIUM,22.0,1.0,39.5,25.3,2023_Monaco
STR,56.0,77.279,SOFT,8.0,4.0,47.25,21.6,2024_Monaco
SAI,19.0,84.773,MEDIUM,19.0,1.0,45.1,28.9,2024_Hungary
ALO,42.0,100.794,SOFT,19.0,3.0,29.9,18.7,2024_China
MAG,36.0,93.76,HARD,29.0,2.0,31.5,25.5,2024_Saudi_Arabia
DEV,18.0,99.054,HARD,7.0,2.0,30.6,27.1,2023_Bahrain
VER,41.0,83.221,HARD,20.0,2.0,45.1,28.9,2024_Hungary
STR,15.0,104.868,MEDIUM,2.0,2.0,45.1,28.9,2024_Hungary
RUS,51.0,69.759,HARD,5.0,3.0,46.5,29.5,2024_Austria
NOR,6.0,89.361,MEDIUM,6.0,1.0,31.3,26.8,2024_Abu_Dhabi
SAR,2.0,121.235,HARD,2.0,2.0,47.25,21.6,2024_Monaco
ZHO,30.0,80.405,HARD,21.0,2.0,31.75,22.2,2023_Spain
GAS,46.0,96.997,HARD,14.0,4.0,39.0,22.1,2024_Japan
ALB,7.0,91.438,MEDIUM,8.0,1.0,32.8,26.9,2023_Abu_Dhabi
GAS,56.0,89.496,HARD,24.0,3.0,32.8,26.9,2023_Abu_Dhabi
PER,15.0,80.167,SOFT,5.0,2.0,41.150000000000006,24.1,2024_Spain
STR,50.0,79.318,HARD,14.0,3.0,41.150000000000006,24.1,2024_Spain
MAG,25.0,90.418,HARD,13.0,2.0,31.3,26.8,2024_Abu_Dhabi
HAM,20.0,83.332,HARD,4.0,2.0,45.1,28.9,2024_Hungary
STR,38.0,112.315,SOFT,18.0,2.0,28.2,17.9,2023_Belgium
MAG,46.0,91.131,SOFT,9.0,3.0,25.4,15.9,2024_Britain
PIA,2.0,119.278,MEDIUM,2.0,1.0,32.0,22.5,2023_Austria
TSU,37.0,80.071,HARD,37.0,2.0,47.25,21.6,2024_Monaco
TSU,3.0,94.821,MEDIUM,3.0,1.0,31.3,26.8,2024_Abu_Dhabi
PIA,24.0,89.958,HARD,11.0,2.0,32.8,26.9,2023_Abu_Dhabi
NOR,38.0,79.307,MEDIUM,15.0,2.0,41.150000000000006,24.1,2024_Spain
SAR,60.0,84.685,HARD,26.0,3.0,41.150000000000006,24.1,2024_Spain
GAS,28.0,77.285,HARD,28.0,1.0,39.5,25.3,2023_Monaco
HAM,10.0,118.909,MEDIUM,1.0,2.0,29.9,18.7,2024_China
HUL,62.0,98.291,WET,3.0,4.0,39.5,25.3,2023_Monaco
HUL,32.0,104.134,INTERMEDIATE,6.0,2.0,25.4,15.9,2024_Britain
ALB,32.0,90.35,HARD,16.0,2.0,32.8,26.9,2023_Abu_Dhabi
TSU,23.0,97.671,HARD,9.0,2.0,23.5,18.2,2024_Bahrain
HUL,52.0,95.921,SOFT,12.0,4.0,23.5,18.2,2024_Bahrain
PIA,29.0,69.985,HARD,4.0,2.0,46.5,29.5,2024_Austria
HAM,27.0,89.844,HARD,27.0,1.0,31.3,26.8,2024_Abu_Dhabi
ALB,45.0,84.787,HARD,16.0,3.0,45.1,28.9,2024_Hungary
ALO,6.0,94.48,MEDIUM,7.0,1.0,31.5,25.5,2024_Saudi_Arabia
LEC,28.0,96.09,HARD,2.0,3.0,39.0,22.1,2024_Japan
RIC,56.0,88.929,HARD,25.0,3.0,32.8,26.9,2023_Abu_Dhabi
ALO,5.0,83.575,MEDIUM,5.0,2.0,47.25,21.6,2024_Monaco
RUS,25.0,70.454,HARD,11.0,3.0,32.0,22.5,2023_Austria
LEC,41.0,112.252,SOFT,13.0,3.0,28.2,17.9,2023_Belgium
ZHO,28.0,92.999,HARD,4.0,2.0,29.8,21.5,2023_Britain
OCO,46.0,96.975,HARD,16.0,3.0,23.5,18.2,2024_Bahrain
COL,7.0,90.034,HARD,4.0,2.0,31.3,26.8,2024_Abu_Dhabi
HUL,4.0,100.374,SOFT,4.0,2.0,39.0,22.1,2024_Japan
SAI,7.0,97.756,MEDIUM,6.0,2.0,39.0,22.1,2024_Japan
STR,6.0,99.714,SOFT,9.0,1.0,30.6,27.1,2023_Bahrain
DEV,15.0,94.17,SOFT,15.0,1.0,29.8,21.5,2023_Britain
HUL,35.0,85.795,HARD,22.0,2.0,48.650000000000006,29.0,2023_Hungary
GAS,9.0,71.509,MEDIUM,9.0,1.0,46.5,29.5,2024_Austria
ALO,35.0,111.967,SOFT,6.0,3.0,28.2,17.9,2023_Belgium
OCO,5.0,115.853,SOFT,5.0,1.0,28.2,17.9,2023_Belgium
TSU,12.0,90.675,MEDIUM,12.0,1.0,31.3,26.8,2024_Abu_Dhabi
OCO,26.0,82.892,HARD,10.0,3.0,38.55,20.7,2024_Australia
ALO,19.0,70.043,MEDIUM,4.0,3.0,32.0,22.5,2023_Austria
MAG,33.0,112.814,MEDIUM,8.0,3.0,28.2,17.9,2023_Belgium
RIC,35.0,80.54,HARD,35.0,2.0,47.25,21.6,2024_Monaco
TSU,46.0,97.258,SOFT,9.0,4.0,30.6,27.1,2023_Bahrain
STR,35.0,83.398,HARD,28.0,2.0,38.55,20.7,2024_Australia
BOT,16.0,94.367,HARD,16.0,1.0,29.8,21.5,2023_Britain
SAR,33.0,95.7,HARD,26.0,2.0,31.5,25.5,2024_Saudi_Arabia
GAS,22.0,71.212,HARD,2.0,2.0,46.5,29.5,2024_Austria
PIA,50.0,101.297,HARD,26.0,3.0,29.9,18.7,2024_China
LEC,13.0,82.222,HARD,4.0,2.0,38.55,20.7,2024_Australia
LEC,76.0,86.435,INTERMEDIATE,21.0,3.0,39.5,25.3,2023_Monaco
HUL,15.0,90.133,HARD,2.0,2.0,32.8,26.9,2023_Abu_Dhabi
ALB,32.0,79.589,HARD,14.0,2.0,39.5,25.3,2023_Monaco
OCO,40.0,93.826,HARD,24.0,2.0,31.6,26.0,2023_Saudi_Arabia
NOR,10.0,97.936,SOFT,13.0,1.0,23.5,18.2,2024_Bahrain
NOR,34.0,84.154,HARD,18.0,2.0,45.1,28.9,2024_Hungary
HUL,3.0,96.538,MEDIUM,3.0,1.0,31.6,26.0,2023_Saudi_Arabia
OCO,24.0,90.791,HARD,9.0,2.0,32.8,26.9,2023_Abu_Dhabi
ALB,48.0,82.037,SOFT,5.0,3.0,41.150000000000006,24.1,2024_Spain
PER,27.0,96.233,HARD,15.0,2.0,23.5,18.2,2024_Bahrain
ZHO,32.0,102.002,HARD,9.0,3.0,29.9,18.7,2024_China
PIA,34.0,99.211,HARD,22.0,2.0,23.5,18.2,2024_Bahrain
ALO,21.0,104.378,HARD,5.0,2.0,48.650000000000006,29.0,2023_Hungary
HUL,18.0,98.216,HARD,17.0,2.0,23.5,18.2,2024_Bahrain
BEA,32.0,93.086,HARD,25.0,2.0,31.5,25.5,2024_Saudi_Arabia
GAS,44.0,80.621,MEDIUM,43.0,2.0,47.25,21.6,2024_Monaco
ZHO,62.0,79.831,HARD,21.0,3.0,41.150000000000006,24.1,2024_Spain
ZHO,17.0,95.882,MEDIUM,17.0,1.0,31.5,25.5,2024_Saudi_Arabia
ALO,2.0,101.128,MEDIUM,2.0,1.0,29.9,18.7,2024_China
HUL,56.0,103.79,INTERMEDIATE,2.0,3.0,39.5,25.3,2023_Monaco
GAS,40.0,112.084,MEDIUM,17.0,2.0,28.2,17.9,2023_Belgium
PER,25.0,89.572,HARD,8.0,2.0,32.8,26.9,2023_Abu_Dhabi
PIA,24.0,79.991,MEDIUM,3.0,2.0,41.150000000000006,24.1,2024_Spain
MAG,30.0,93.466,MEDIUM,30.0,1.0,29.8,21.5,2023_Britain
GAS,35.0,89.5,HARD,21.0,2.0,31.3,26.8,2024_Abu_Dhabi
GAS,27.0,95.0,HARD,13.0,2.0,31.6,26.0,2023_Saudi_Arabia
NOR,54.0,80.107,HARD,15.0,3.0,38.55,20.7,2024_Australia
NOR,54.0,68.429,MEDIUM,3.0,3.0,46.5,29.5,2024_Austria
PER,41.0,91.391,SOFT,13.0,2.0,29.8,21.5,2023_Britain
TSU,57.0,71.613,HARD,13.0,3.0,46.5,29.5,2024_Austria
SAI,5.0,91.939,MEDIUM,5.0,1.0,25.4,15.9,2024_Britain
MAG,35.0,95.698,HARD,3.0,3.0,23.5,18.2,2024_Bahrain
