race,driver,tire_age,tire_compound,lap_number,race_progress,position,track_temp,air_temp,degradation_rate,lap_time,should_pit
2024_Spain,BOT,7,SOFT,7,0.10606060606060606,10,41.150000000000006,24.1,-0.07580000000000098,82.3,1
2024_Spain,BOT,8,SOFT,8,0.12121212121212122,13,41.150000000000006,24.1,0.037399999999999524,82.503,1
2024_Spain,BOT,9,SOFT,9,0.13636363636363635,9,41.150000000000006,24.1,0.04240000000000066,82.292,1
2024_Spain,BOT,10,SOFT,10,0.15151515151515152,11,41.150000000000006,24.1,-0.07400000000000091,82.314,1
2024_Spain,BOT,11,SOFT,11,0.16666666666666666,12,41.150000000000006,24.1,-0.004400000000001114,85.342,1
2024_Spain,BOT,4,SOFT,12,0.18181818181818182,17,41.150000000000006,24.1,0.6084000000000003,99.211,0
2024_Spain,BOT,5,SOFT,13,0.19696969696969696,1,41.150000000000006,24.1,3.3415999999999997,79.608,0
2024_Spain,BOT,8,SOFT,16,0.24242424242424243,6,41.150000000000006,24.1,-0.5367999999999995,81.257,0
2024_Spain,BOT,9,SOFT,17,0.25757575757575757,9,41.150000000000006,24.1,-0.2113999999999976,81.587,0
2024_Spain,BOT,10,SOFT,18,0.2727272727272727,14,41.150000000000006,24.1,-0.7509999999999991,81.601,0
2024_Spain,BOT,11,SOFT,19,0.2878787878787879,11,41.150000000000006,24.1,-3.522,81.23,0
2024_Spain,BOT,12,SOFT,20,0.30303030303030304,12,41.150000000000006,24.1,0.32439999999999997,81.612,0
2024_Spain,BOT,13,SOFT,21,0.3181818181818182,16,41.150000000000006,24.1,0.07099999999999795,81.686,0
2024_Spain,BOT,14,SOFT,22,0.3333333333333333,16,41.150000000000006,24.1,0.01980000000000075,81.931,0
2024_Spain,BOT,15,SOFT,23,0.3484848484848485,12,41.150000000000006,24.1,0.06599999999999966,82.239,0
2024_Spain,BOT,16,SOFT,24,0.36363636363636365,13,41.150000000000006,24.1,0.20180000000000006,81.782,1
2024_Spain,BOT,17,SOFT,25,0.3787878787878788,16,41.150000000000006,24.1,0.03400000000000034,83.041,1
2024_Spain,BOT,18,SOFT,26,0.3939393939393939,17,41.150000000000006,24.1,0.27099999999999796,83.001,1
2024_Spain,BOT,19,SOFT,27,0.4090909090909091,14,41.150000000000006,24.1,0.21400000000000147,83.428,1
2024_Spain,BOT,20,SOFT,28,0.42424242424242425,15,41.150000000000006,24.1,0.2377999999999986,85.577,1
2024_Spain,BOT,1,HARD,29,0.4393939393939394,17,41.150000000000006,24.1,0.7590000000000003,99.622,0
2024_Spain,BOT,2,HARD,30,0.45454545454545453,7,41.150000000000006,24.1,3.3162000000000007,80.195,0
2024_Spain,BOT,3,HARD,31,0.4696969696969697,9,41.150000000000006,24.1,-0.5612000000000024,80.47,0
2024_Spain,BOT,5,HARD,33,0.5,10,41.150000000000006,24.1,-0.5915999999999997,80.565,0
2024_Spain,BOT,6,HARD,34,0.5151515151515151,8,41.150000000000006,24.1,-1.0024000000000002,80.744,0
2024_Spain,BOT,7,HARD,35,0.5303030303030303,7,41.150000000000006,24.1,-3.7756,80.666,0
2024_Spain,BOT,8,HARD,36,0.5454545454545454,8,41.150000000000006,24.1,0.09420000000000073,80.604,0
2024_Spain,BOT,9,HARD,37,0.5606060606060606,8,41.150000000000006,24.1,0.026800000000000067,80.815,0
2024_Spain,BOT,10,HARD,38,0.5757575757575758,10,41.150000000000006,24.1,0.05,80.773,0
2024_Spain,BOT,11,HARD,39,0.5909090909090909,15,41.150000000000006,24.1,0.005799999999999273,82.774,0
2024_Spain,BOT,12,HARD,40,0.6060606060606061,10,41.150000000000006,24.1,0.4216000000000008,81.055,0
2024_Spain,BOT,13,HARD,41,0.6212121212121212,13,41.150000000000006,24.1,0.09020000000000153,84.249,0
2024_Spain,BOT,15,HARD,43,0.6515151515151515,12,41.150000000000006,24.1,0.6867999999999995,82.645,0
2024_Spain,BOT,16,HARD,44,0.6666666666666666,12,41.150000000000006,24.1,0.37439999999999996,81.338,0
2024_Spain,BOT,17,HARD,45,0.6818181818181818,8,41.150000000000006,24.1,-0.2872000000000014,80.81,0
2024_Spain,BOT,19,HARD,47,0.7121212121212122,13,41.150000000000006,24.1,-0.04900000000000091,81.055,0
2024_Spain,BOT,20,HARD,48,0.7272727272727273,13,41.150000000000006,24.1,-0.6387999999999977,82.101,0
2024_Spain,BOT,21,HARD,49,0.7424242424242424,15,41.150000000000006,24.1,-0.10879999999999938,80.644,0
2024_Spain,BOT,22,HARD,50,0.7575757575757576,16,41.150000000000006,24.1,-0.13879999999999768,81.587,0
2024_Spain,BOT,23,HARD,51,0.7727272727272727,17,41.150000000000006,24.1,0.1554000000000002,82.406,0
2024_Spain,BOT,25,HARD,53,0.803030303030303,18,41.150000000000006,24.1,0.27019999999999983,83.642,0
2024_Spain,BOT,27,HARD,55,0.8333333333333334,13,41.150000000000006,24.1,0.30819999999999936,80.81,0
2024_Spain,BOT,30,HARD,58,0.8787878787878788,14,41.150000000000006,24.1,0.03319999999999936,81.902,0
2024_Spain,BOT,31,HARD,59,0.8939393939393939,13,41.150000000000006,24.1,0.06299999999999954,80.39,0
2024_Spain,BOT,32,HARD,60,0.9090909090909091,14,41.150000000000006,24.1,-0.40320000000000106,82.699,0
2024_Spain,BOT,33,HARD,61,0.9242424242424242,13,41.150000000000006,24.1,-0.18859999999999957,81.16,0
2024_Spain,BOT,34,HARD,62,0.9393939393939394,15,41.150000000000006,24.1,0.06999999999999887,80.876,0
2024_Spain,PIA,13,SOFT,10,0.15151515151515152,10,41.150000000000006,24.1,0.13019999999999926,82.049,0
2024_Spain,PIA,14,SOFT,11,0.16666666666666666,6,41.150000000000006,24.1,0.2504000000000019,81.486,0
2024_Spain,PIA,15,SOFT,12,0.18181818181818182,9,41.150000000000006,24.1,0.05420000000000016,81.683,0
2024_Spain,PIA,16,SOFT,13,0.19696969696969696,11,41.150000000000006,24.1,0.1254000000000019,81.918,0
2024_Spain,PIA,17,SOFT,14,0.21212121212121213,12,41.150000000000006,24.1,0.1004000000000019,82.316,0
2024_Spain,PIA,18,SOFT,15,0.22727272727272727,5,41.150000000000006,24.1,0.053399999999999184,81.492,0
2024_Spain,PIA,19,SOFT,16,0.24242424242424243,9,41.150000000000006,24.1,0.0012000000000000454,81.532,0
2024_Spain,PIA,20,SOFT,17,0.25757575757575757,11,41.150000000000006,24.1,-0.030200000000002093,81.853,1
2024_Spain,PIA,21,SOFT,18,0.2727272727272727,12,41.150000000000006,24.1,-0.013000000000002388,81.505,1
2024_Spain,PIA,22,SOFT,19,0.2878787878787879,15,41.150000000000006,24.1,-0.1622000000000014,81.727,1
2024_Spain,PIA,23,SOFT,20,0.30303030303030304,14,41.150000000000006,24.1,0.04699999999999989,81.883,1
2024_Spain,PIA,24,SOFT,21,0.3181818181818182,19,41.150000000000006,24.1,0.07019999999999982,87.064,1
2024_Spain,PIA,2,MEDIUM,23,0.3484848484848485,3,41.150000000000006,24.1,1.0421999999999998,79.833,0
2024_Spain,PIA,3,MEDIUM,24,0.36363636363636365,2,41.150000000000006,24.1,-0.3343999999999994,79.991,0
2024_Spain,PIA,4,MEDIUM,25,0.3787878787878788,4,41.150000000000006,24.1,-0.34720000000000084,79.731,0
2024_Spain,PIA,5,MEDIUM,26,0.3939393939393939,2,41.150000000000006,24.1,-0.4304000000000002,79.853,0
2024_Spain,PIA,6,MEDIUM,27,0.4090909090909091,4,41.150000000000006,24.1,-1.4421999999999997,80.231,0
2024_Spain,PIA,8,MEDIUM,29,0.4393939393939394,6,41.150000000000006,24.1,0.07959999999999923,79.823,0
2024_Spain,PIA,9,MEDIUM,30,0.45454545454545453,6,41.150000000000006,24.1,-0.033600000000001275,80.01,0
2024_Spain,PIA,10,MEDIUM,31,0.4696969696969697,2,41.150000000000006,24.1,0.05580000000000211,79.875,0
2024_Spain,PIA,12,MEDIUM,33,0.5,9,41.150000000000006,24.1,0.004400000000001114,80.543,0
2024_Spain,PIA,14,MEDIUM,35,0.5303030303030303,2,41.150000000000006,24.1,0.06240000000000236,79.796,0
2024_Spain,PIA,15,MEDIUM,36,0.5454545454545454,3,41.150000000000006,24.1,-0.005399999999997363,79.728,0
2024_Spain,PIA,18,MEDIUM,39,0.5909090909090909,6,41.150000000000006,24.1,-0.056400000000002136,79.78,1
2024_Spain,PIA,20,MEDIUM,41,0.6212121212121212,4,41.150000000000006,24.1,-0.018999999999999774,79.622,1
2024_Spain,PIA,21,MEDIUM,42,0.6363636363636364,7,41.150000000000006,24.1,-0.1842000000000013,79.93,1
2024_Spain,PIA,23,MEDIUM,44,0.6666666666666666,7,41.150000000000006,24.1,0.026800000000000067,79.925,1
2024_Spain,PIA,24,MEDIUM,45,0.6818181818181818,7,41.150000000000006,24.1,0.039400000000000546,80.667,1
2024_Spain,PIA,4,SOFT,47,0.7121212121212122,17,41.150000000000006,24.1,0.17740000000000009,97.819,0
2024_Spain,PIA,6,SOFT,49,0.7424242424242424,3,41.150000000000006,24.1,3.6394000000000006,78.159,0
2024_Spain,PIA,7,SOFT,50,0.7575757575757576,5,41.150000000000006,24.1,-0.3542000000000002,78.257,0
2024_Spain,PIA,8,SOFT,51,0.7727272727272727,5,41.150000000000006,24.1,-0.33359999999999845,78.181,0
2024_Spain,PIA,9,SOFT,52,0.7878787878787878,5,41.150000000000006,24.1,-0.49720000000000086,78.492,0
2024_Spain,PIA,11,SOFT,54,0.8181818181818182,1,41.150000000000006,24.1,-3.8653999999999997,78.354,0
2024_Spain,PIA,12,SOFT,55,0.8333333333333334,1,41.150000000000006,24.1,0.03899999999999863,77.941,0
2024_Spain,PIA,13,SOFT,56,0.8484848484848485,2,41.150000000000006,24.1,-0.0632000000000005,77.874,0
2024_Spain,PIA,15,SOFT,58,0.8787878787878788,4,41.150000000000006,24.1,-0.06140000000000043,78.483,0
2024_Spain,PIA,16,SOFT,59,0.8939393939393939,3,41.150000000000006,24.1,-0.0018000000000000683,78.337,0
2024_Spain,PIA,17,SOFT,60,0.9090909090909091,1,41.150000000000006,24.1,-0.0033999999999991815,78.129,0
2024_Spain,PIA,18,SOFT,61,0.9242424242424242,2,41.150000000000006,24.1,0.03760000000000048,77.977,0
2024_Spain,PIA,19,SOFT,62,0.9393939393939394,2,41.150000000000006,24.1,0.020600000000001728,78.186,0
2024_Spain,RUS,13,SOFT,10,0.15151515151515152,5,41.150000000000006,24.1,0.06660000000000252,81.308,1
2024_Spain,RUS,15,SOFT,12,0.18181818181818182,4,41.150000000000006,24.1,0.09300000000000068,81.383,1
2024_Spain,RUS,16,SOFT,13,0.19696969696969696,6,41.150000000000006,24.1,0.06260000000000047,81.365,1
2024_Spain,RUS,18,SOFT,15,0.22727272727272727,12,41.150000000000006,24.1,0.0117999999999995,85.364,1
2024_Spain,RUS,1,MEDIUM,16,0.24242424242424243,16,41.150000000000006,24.1,0.7855999999999994,100.24,0
2024_Spain,RUS,2,MEDIUM,17,0.25757575757575757,2,41.150000000000006,24.1,3.7863999999999978,80.277,0
2024_Spain,RUS,3,MEDIUM,18,0.2727272727272727,1,41.150000000000006,24.1,-0.2211999999999989,79.511,0
2024_Spain,RUS,4,MEDIUM,19,0.2878787878787879,2,41.150000000000006,24.1,-0.37079999999999985,79.539,0
2024_Spain,RUS,6,MEDIUM,21,0.3181818181818182,5,41.150000000000006,24.1,-1.1650000000000005,80.34,0
2024_Spain,RUS,7,MEDIUM,22,0.3333333333333333,4,41.150000000000006,24.1,-3.979999999999998,80.093,0
2024_Spain,RUS,8,MEDIUM,23,0.3484848484848485,4,41.150000000000006,24.1,-0.0367999999999995,79.871,0
2024_Spain,RUS,9,MEDIUM,24,0.36363636363636365,3,41.150000000000006,24.1,0.07199999999999988,80.032,0
2024_Spain,RUS,10,MEDIUM,25,0.3787878787878788,5,41.150000000000006,24.1,0.098599999999999,79.772,0
2024_Spain,RUS,11,MEDIUM,26,0.3939393939393939,7,41.150000000000006,24.1,-0.11359999999999956,80.279,0
2024_Spain,RUS,12,MEDIUM,27,0.4090909090909091,3,41.150000000000006,24.1,0.03719999999999857,80.222,0
2024_Spain,RUS,13,MEDIUM,28,0.42424242424242425,4,41.150000000000006,24.1,0.07019999999999982,80.201,0
2024_Spain,RUS,16,MEDIUM,31,0.4696969696969697,7,41.150000000000006,24.1,0.033799999999999386,80.338,0
2024_Spain,RUS,17,MEDIUM,32,0.48484848484848486,4,41.150000000000006,24.1,0.11319999999999766,80.301,1
2024_Spain,RUS,18,MEDIUM,33,0.5,7,41.150000000000006,24.1,0.004400000000001114,80.178,1
2024_Spain,RUS,19,MEDIUM,34,0.5151515151515151,5,41.150000000000006,24.1,-0.008799999999999386,80.204,1
2024_Spain,RUS,20,MEDIUM,35,0.5303030303030303,15,41.150000000000006,24.1,0.0006000000000000227,82.129,1
2024_Spain,RUS,21,MEDIUM,36,0.5454545454545454,19,41.150000000000006,24.1,0.3582000000000022,84.372,1
2024_Spain,RUS,1,HARD,37,0.5606060606060606,16,41.150000000000006,24.1,0.8141999999999996,99.351,0
2024_Spain,RUS,2,HARD,38,0.5757575757575758,1,41.150000000000006,24.1,3.8346000000000005,78.367,0
2024_Spain,RUS,3,HARD,39,0.5909090909090909,2,41.150000000000006,24.1,-0.36739999999999784,78.964,0
2024_Spain,RUS,4,HARD,40,0.6060606060606061,2,41.150000000000006,24.1,-0.6330000000000012,79.428,0
2024_Spain,RUS,5,HARD,41,0.6212121212121212,2,41.150000000000006,24.1,-0.9888000000000006,78.982,0
2024_Spain,RUS,6,HARD,42,0.6363636363636364,1,41.150000000000006,24.1,-4.0738,79.033,0
2024_Spain,RUS,7,HARD,43,0.6515151515151515,4,41.150000000000006,24.1,0.13319999999999937,79.306,0
2024_Spain,RUS,8,HARD,44,0.6666666666666666,1,41.150000000000006,24.1,0.06839999999999975,79.019,0
2024_Spain,RUS,10,HARD,46,0.696969696969697,3,41.150000000000006,24.1,-0.08179999999999836,78.291,0
2024_Spain,RUS,12,HARD,48,0.7272727272727273,10,41.150000000000006,24.1,-0.1382000000000005,80.06,0
2024_Spain,RUS,13,HARD,49,0.7424242424242424,6,41.150000000000006,24.1,0.2054000000000002,78.681,0
2024_Spain,RUS,14,HARD,50,0.7575757575757576,6,41.150000000000006,24.1,-0.125,78.29,0
2024_Spain,RUS,15,HARD,51,0.7727272727272727,6,41.150000000000006,24.1,-0.14579999999999985,78.726,0
2024_Spain,RUS,16,HARD,52,0.7878787878787878,13,41.150000000000006,24.1,0.08700000000000045,80.241,0
2024_Spain,RUS,17,HARD,53,0.803030303030303,7,41.150000000000006,24.1,0.036199999999999476,78.863,0
2024_Spain,RUS,18,HARD,54,0.8181818181818182,5,41.150000000000006,24.1,0.03640000000000043,78.86,0
2024_Spain,RUS,19,HARD,55,0.8333333333333334,5,41.150000000000006,24.1,0.11399999999999863,78.572,0
2024_Spain,RUS,20,HARD,56,0.8484848484848485,6,41.150000000000006,24.1,-0.030799999999999272,78.792,0
2024_Spain,RUS,21,HARD,57,0.8636363636363636,5,41.150000000000006,24.1,-0.2897999999999996,78.956,0
2024_Spain,RUS,23,HARD,59,0.8939393939393939,5,41.150000000000006,24.1,0.018600000000000706,78.877,0
2024_Spain,RUS,24,HARD,60,0.9090909090909091,6,41.150000000000006,24.1,0.0033999999999991815,79.108,0
2024_Spain,RUS,26,HARD,62,0.9393939393939394,7,41.150000000000006,24.1,0.10720000000000027,79.304,0
2024_Spain,ALB,7,MEDIUM,7,0.10606060606060606,17,41.150000000000006,24.1,0.05620000000000118,83.531,0
2024_Spain,ALB,8,MEDIUM,8,0.12121212121212122,17,41.150000000000006,24.1,0.2719999999999999,83.225,0
2024_Spain,ALB,10,MEDIUM,10,0.15151515151515152,13,41.150000000000006,24.1,0.1893999999999977,82.787,0
2024_Spain,ALB,11,MEDIUM,11,0.16666666666666666,11,41.150000000000006,24.1,0.002400000000000091,82.421,0
2024_Spain,ALB,12,MEDIUM,12,0.18181818181818182,13,41.150000000000006,24.1,-0.015399999999999636,82.119,0
2024_Spain,ALB,13,MEDIUM,13,0.19696969696969696,14,41.150000000000006,24.1,-0.2824000000000012,82.263,0
2024_Spain,ALB,14,MEDIUM,14,0.21212121212121213,11,41.150000000000006,24.1,-0.19239999999999782,82.246,1
2024_Spain,ALB,15,MEDIUM,15,0.22727272727272727,11,41.150000000000006,24.1,-0.10820000000000221,82.595,1
2024_Spain,ALB,16,MEDIUM,16,0.24242424242424243,12,41.150000000000006,24.1,0.03479999999999848,83.579,1
2024_Spain,ALB,17,MEDIUM,17,0.25757575757575757,13,41.150000000000006,24.1,0.29199999999999876,83.526,1
2024_Spain,ALB,18,MEDIUM,18,0.2727272727272727,16,41.150000000000006,24.1,0.2525999999999982,86.838,1
2024_Spain,ALB,1,SOFT,19,0.2878787878787879,18,41.150000000000006,24.1,0.9183999999999998,100.225,0
2024_Spain,ALB,2,SOFT,20,0.30303030303030304,4,41.150000000000006,24.1,3.525999999999999,80.005,0
2024_Spain,ALB,3,SOFT,21,0.3181818181818182,3,41.150000000000006,24.1,-0.7147999999999997,80.288,0
2024_Spain,ALB,4,SOFT,22,0.3333333333333333,6,41.150000000000006,24.1,-0.6476,80.494,0
2024_Spain,ALB,5,SOFT,23,0.3484848484848485,8,41.150000000000006,24.1,-1.2687999999999988,81.052,0
2024_Spain,ALB,6,SOFT,24,0.36363636363636365,11,41.150000000000006,24.1,-3.8345999999999973,81.181,0
2024_Spain,ALB,8,SOFT,26,0.3939393939393939,15,41.150000000000006,24.1,0.23520000000000038,81.477,0
2024_Spain,ALB,9,SOFT,27,0.4090909090909091,9,41.150000000000006,24.1,0.23780000000000143,81.645,0
2024_Spain,ALB,11,SOFT,29,0.4393939393939394,11,41.150000000000006,24.1,0.23019999999999924,81.102,0
2024_Spain,ALB,12,SOFT,30,0.45454545454545453,12,41.150000000000006,24.1,0.009999999999999431,81.419,0
2024_Spain,ALB,13,SOFT,31,0.4696969696969697,10,41.150000000000006,24.1,0.047599999999999906,81.252,0
2024_Spain,ALB,15,SOFT,33,0.5,13,41.150000000000006,24.1,-0.045000000000001705,80.993,0
2024_Spain,ALB,16,SOFT,34,0.5151515151515151,11,41.150000000000006,24.1,-0.1304000000000002,81.283,0
2024_Spain,ALB,17,SOFT,35,0.5303030303030303,13,41.150000000000006,24.1,0.036199999999999476,81.636,0
2024_Spain,ALB,18,SOFT,36,0.5454545454545454,16,41.150000000000006,24.1,0.04339999999999975,81.479,0
2024_Spain,ALB,19,SOFT,37,0.5606060606060606,13,41.150000000000006,24.1,0.04540000000000077,81.577,1
2024_Spain,ALB,20,SOFT,38,0.5757575757575758,14,41.150000000000006,24.1,0.11680000000000064,81.737,1
2024_Spain,ALB,22,SOFT,40,0.6060606060606061,12,41.150000000000006,24.1,0.0907999999999987,81.587,1
2024_Spain,ALB,24,SOFT,42,0.6363636363636364,14,41.150000000000006,24.1,-0.009799999999998477,84.25,1
2024_Spain,ALB,25,SOFT,43,0.6515151515151515,14,41.150000000000006,24.1,0.5542000000000001,85.925,1
2024_Spain,ALB,1,SOFT,44,0.6666666666666666,15,41.150000000000006,24.1,0.8695999999999998,97.415,0
2024_Spain,ALB,2,SOFT,45,0.6818181818181818,1,41.150000000000006,24.1,3.1356000000000024,79.132,0
2024_Spain,ALB,3,SOFT,46,0.696969696969697,15,41.150000000000006,24.1,-0.49099999999999966,83.125,0
2024_Spain,ALB,4,SOFT,47,0.7121212121212122,10,41.150000000000006,24.1,-0.225,79.852,0
2024_Spain,ALB,5,SOFT,48,0.7272727272727273,12,41.150000000000006,24.1,-1.2145999999999986,82.037,0
2024_Spain,ALB,6,SOFT,49,0.7424242424242424,14,41.150000000000006,24.1,-3.0756,79.881,0
2024_Spain,ALB,7,SOFT,50,0.7575757575757576,13,41.150000000000006,24.1,0.14979999999999905,80.077,0
2024_Spain,ALB,8,SOFT,51,0.7727272727272727,15,41.150000000000006,24.1,-0.6096000000000004,81.43,0
2024_Spain,ALB,9,SOFT,52,0.7878787878787878,12,41.150000000000006,24.1,0.3156000000000006,80.131,0
2024_Spain,ALB,10,SOFT,53,0.803030303030303,14,41.150000000000006,24.1,-0.3812000000000012,80.22,0
2024_Spain,ALB,11,SOFT,54,0.8181818181818182,11,41.150000000000006,24.1,0.06779999999999972,80.3,0
2024_Spain,ALB,12,SOFT,55,0.8333333333333334,11,41.150000000000006,24.1,0.04459999999999979,80.197,0
2024_Spain,ALB,13,SOFT,56,0.8484848484848485,14,41.150000000000006,24.1,-0.24660000000000082,81.742,0
2024_Spain,ALB,14,SOFT,57,0.8636363636363636,12,41.150000000000006,24.1,0.3222000000000008,80.119,0
2024_Spain,ALB,16,SOFT,59,0.8939393939393939,11,41.150000000000006,24.1,-0.02019999999999982,80.097,0
2024_Spain,ALB,17,SOFT,60,0.9090909090909091,11,41.150000000000006,24.1,-0.040600000000000594,79.876,0
2024_Spain,TSU,1,MEDIUM,10,0.15151515151515152,17,41.150000000000006,24.1,0.6094000000000023,98.886,0
2024_Spain,TSU,2,MEDIUM,11,0.16666666666666666,7,41.150000000000006,24.1,3.3385999999999996,81.644,0
2024_Spain,TSU,3,MEDIUM,12,0.18181818181818182,14,41.150000000000006,24.1,-0.2549999999999983,82.341,0
2024_Spain,TSU,4,MEDIUM,13,0.19696969696969696,10,41.150000000000006,24.1,-0.12360000000000185,81.817,0
2024_Spain,TSU,5,MEDIUM,14,0.21212121212121213,4,41.150000000000006,24.1,-0.8374000000000024,81.511,0
2024_Spain,TSU,6,MEDIUM,15,0.22727272727272727,7,41.150000000000006,24.1,-3.475,81.553,0
2024_Spain,TSU,7,MEDIUM,16,0.24242424242424243,10,41.150000000000006,24.1,-0.01820000000000164,82.033,0
2024_Spain,TSU,8,MEDIUM,17,0.25757575757575757,8,41.150000000000006,24.1,-0.061599999999998545,81.523,0
2024_Spain,TSU,9,MEDIUM,18,0.2727272727272727,15,41.150000000000006,24.1,-0.05879999999999939,82.182,1
2024_Spain,TSU,10,MEDIUM,19,0.2878787878787879,16,41.150000000000006,24.1,0.1342000000000013,81.744,1
2024_Spain,TSU,11,MEDIUM,20,0.30303030303030304,16,41.150000000000006,24.1,0.0382000000000005,82.962,1
2024_Spain,TSU,12,MEDIUM,21,0.3181818181818182,14,41.150000000000006,24.1,0.1858000000000004,81.392,1
2024_Spain,TSU,18,MEDIUM,27,0.4090909090909091,15,41.150000000000006,24.1,-0.026200000000000046,85.581,1
2024_Spain,TSU,1,HARD,28,0.42424242424242425,16,41.150000000000006,24.1,0.6798000000000002,99.737,0
2024_Spain,TSU,2,HARD,29,0.4393939393939394,2,41.150000000000006,24.1,3.598599999999999,79.573,0
2024_Spain,TSU,3,HARD,30,0.45454545454545453,3,41.150000000000006,24.1,-0.677800000000002,79.755,0
2024_Spain,TSU,4,HARD,31,0.4696969696969697,8,41.150000000000006,24.1,-0.3274000000000001,80.378,0
2024_Spain,TSU,5,HARD,32,0.48484848484848486,5,41.150000000000006,24.1,-1.0406000000000006,80.323,0
2024_Spain,TSU,6,HARD,33,0.5,6,41.150000000000006,24.1,-3.8828000000000005,80.172,0
2024_Spain,TSU,7,HARD,34,0.5151515151515151,7,41.150000000000006,24.1,0.11980000000000075,80.557,0
2024_Spain,TSU,9,HARD,36,0.5454545454545454,17,41.150000000000006,24.1,0.16040000000000135,82.771,0
2024_Spain,TSU,10,HARD,37,0.5606060606060606,7,41.150000000000006,24.1,0.47860000000000014,80.653,1
2024_Spain,TSU,11,HARD,38,0.5757575757575758,11,41.150000000000006,24.1,0.0660000000000025,80.849,1
2024_Spain,TSU,12,HARD,39,0.5909090909090909,11,41.150000000000006,24.1,0.13540000000000135,81.026,1
2024_Spain,TSU,13,HARD,40,0.6060606060606061,14,41.150000000000006,24.1,0.09379999999999881,82.1,1
2024_Spain,TSU,15,HARD,42,0.6363636363636364,15,41.150000000000006,24.1,-0.1342000000000013,84.313,1
2024_Spain,TSU,1,SOFT,45,0.6818181818181818,14,41.150000000000006,24.1,0.7319999999999993,101.067,0
2024_Spain,TSU,2,SOFT,46,0.696969696969697,12,41.150000000000006,24.1,4.043599999999998,80.706,0
2024_Spain,TSU,3,SOFT,47,0.7121212121212122,11,41.150000000000006,24.1,-0.06399999999999864,80.461,0
2024_Spain,TSU,4,SOFT,48,0.7272727272727273,14,41.150000000000006,24.1,-0.32779999999999915,82.703,0
2024_Spain,TSU,5,SOFT,49,0.7424242424242424,18,41.150000000000006,24.1,-0.3219999999999999,81.799,0
2024_Spain,TSU,6,SOFT,50,0.7575757575757576,12,41.150000000000006,24.1,-3.8535999999999975,79.815,0
2024_Spain,TSU,7,SOFT,51,0.7727272727272727,12,41.150000000000006,24.1,-0.17820000000000108,79.678,0
2024_Spain,TSU,8,SOFT,52,0.7878787878787878,10,41.150000000000006,24.1,-0.15660000000000024,79.818,0
2024_Spain,TSU,9,SOFT,53,0.803030303030303,12,41.150000000000006,24.1,-0.5770000000000011,80.029,0
2024_Spain,TSU,10,SOFT,54,0.8181818181818182,12,41.150000000000006,24.1,-0.35400000000000204,80.437,0
2024_Spain,TSU,11,SOFT,55,0.8333333333333334,10,41.150000000000006,24.1,0.12439999999999998,79.564,0
2024_Spain,TSU,13,SOFT,57,0.8636363636363636,8,41.150000000000006,24.1,-0.022800000000000865,79.464,0
2024_Spain,TSU,15,SOFT,59,0.8939393939393939,12,41.150000000000006,24.1,-0.07079999999999984,80.129,0
2024_Spain,TSU,16,SOFT,60,0.9090909090909091,10,41.150000000000006,24.1,0.020000000000001704,79.796,0
2024_Spain,TSU,17,SOFT,61,0.9242424242424242,11,41.150000000000006,24.1,-0.12819999999999823,80.117,0
2024_Spain,TSU,18,SOFT,62,0.9393939393939394,17,41.150000000000006,24.1,0.1106000000000023,84.052,0
2024_Spain,ZHO,9,SOFT,9,0.13636363636363635,13,41.150000000000006,24.1,-0.005800000000002114,85.889,1
2024_Spain,ZHO,1,MEDIUM,10,0.15151515151515152,16,41.150000000000006,24.1,0.7061999999999984,98.315,0
2024_Spain,ZHO,2,MEDIUM,11,0.16666666666666666,1,41.150000000000006,24.1,3.100999999999999,80.219,0
2024_Spain,ZHO,3,MEDIUM,12,0.18181818181818182,1,41.150000000000006,24.1,-0.5463999999999999,80.151,0
2024_Spain,ZHO,5,MEDIUM,14,0.21212121212121213,10,41.150000000000006,24.1,-0.4671999999999997,81.869,0
2024_Spain,ZHO,6,MEDIUM,15,0.22727272727272727,4,41.150000000000006,24.1,-0.8039999999999992,81.376,0
2024_Spain,ZHO,7,MEDIUM,16,0.24242424242424243,7,41.150000000000006,24.1,-3.3877999999999986,81.382,0
2024_Spain,ZHO,8,MEDIUM,17,0.25757575757575757,10,41.150000000000006,24.1,0.2326000000000022,81.607,0
2024_Spain,ZHO,9,MEDIUM,18,0.2727272727272727,13,41.150000000000006,24.1,0.2912000000000006,81.546,0
2024_Spain,ZHO,10,MEDIUM,19,0.2878787878787879,12,41.150000000000006,24.1,-0.06459999999999866,81.379,0
2024_Spain,ZHO,11,MEDIUM,20,0.30303030303030304,11,41.150000000000006,24.1,0.0006000000000000227,81.512,0
2024_Spain,ZHO,12,MEDIUM,21,0.3181818181818182,18,41.150000000000006,24.1,0.02599999999999909,81.79,0
2024_Spain,ZHO,13,MEDIUM,22,0.3333333333333333,15,41.150000000000006,24.1,0.03660000000000139,81.671,0
2024_Spain,ZHO,16,MEDIUM,25,0.3787878787878788,7,41.150000000000006,24.1,0.025,80.469,0
2024_Spain,ZHO,17,MEDIUM,26,0.3939393939393939,12,41.150000000000006,24.1,-0.18200000000000216,81.268,0
2024_Spain,ZHO,18,MEDIUM,27,0.4090909090909091,5,41.150000000000006,24.1,-0.048799999999999955,81.179,0
2024_Spain,ZHO,20,MEDIUM,29,0.4393939393939394,10,41.150000000000006,24.1,-0.12220000000000084,81.057,0
